House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
,Mars,Saturn Rahu,Sun,Mercury Venus,,,,Ketu,,Moon,Jupiter
,Mars Saturn,Rahu,Sun Mercury,Venus,,,,Ketu,,Moon Jupiter,
,Mars Saturn Rahu,Sun,Mercury Venus,,,,Ketu,,Moon,Jupiter,
Mars Saturn,Rahu,Sun Mercury,Venus,,,,Ketu,,Moon Jupiter,,
Mars Saturn,Sun Rahu,Mercury Venus,,,,,Ketu,,Moon Jupiter,,
Saturn Rahu,Sun Mercury,Venus,,,,Ketu,,Moon,Jupiter,,Mars
Sun Rahu,Mercury Venus,,,,,Ketu,,Moon Jupiter,,,Mars Saturn
Sun,Mercury Venus,,,,Ketu,,Moon,Jupiter,,Mars,Saturn Rahu
Mercury Venus,,,,,Ketu,,Moon Jupiter,,,Mars Saturn,Sun Rahu
Venus,,,,Ketu,,Moon,Jupiter,,Mars,Saturn Rahu,Sun Mercury
,,,,Ketu,,Moon Jupiter,,,Mars Saturn,Sun Rahu,Mercury Venus
,,,Ketu,,Moon Jupiter,,,Mars Saturn,Rahu,Sun Mercury,Venus
,,Ketu,,Moon,Jupiter,,Mars,Saturn Rahu,Sun Mercury,Venus,
,Ketu,,,Moon Jupiter,,,Mars Saturn Rahu,Sun,Mercury Venus,,
,Ketu,,Moon Jupiter,,,Mars Saturn,Rahu,Sun Mercury,Venus,,
Ketu,,,Moon Jupiter,,Mars,Saturn Rahu,Sun,Mercury Venus,,,
Ketu,,Moon Jupiter,,,Mars Saturn,Rahu,Sun Mercury,Venus,,,
,,Moon Jupiter,,,Mars Saturn Rahu,Sun,Mercury Venus,,,,Ketu
,Moon Jupiter,,,Mars Saturn,Rahu,Sun Mercury,Venus,,,,Ketu
,Moon Jupiter,,,Mars Saturn Rahu,Sun,Mercury Venus,,,,Ketu,
Moon,Jupiter,,Mars Saturn,Rahu,Sun Mercury,Venus,,,,Ketu,
Moon Jupiter,,,Mars Saturn,Sun Rahu,Mercury Venus,,,,,Ketu,
Moon Jupiter,,Mars,Saturn Rahu,Sun Mercury,Venus,,,,Ketu,,
,,Mars Saturn,Rahu,Sun Mercury,Venus,,,,Ketu,,Moon Jupiter
,Mars,Saturn Rahu,Sun,Mercury Venus,,,,Ketu,,,Moon Jupiter
,Mars Saturn,Rahu,Sun Mercury,Venus,,,,Ketu,,Moon Jupiter,
,Mars Saturn Rahu,Sun,Mercury Venus,,,,Ketu,,,Moon Jupiter,
Mars Saturn,Rahu,Sun Mercury,Venus,,,,Ketu,,Moon Jupiter,,
Mars Saturn,Sun Rahu,Mercury Venus,,,,,Ketu,,Moon Jupiter,,
Saturn Rahu,Sun Mercury,Venus,,,,Ketu,,,Moon Jupiter,,Mars
Sun Rahu,Mercury Venus,,,,,Ketu,,Moon Jupiter,,,Mars Saturn
Sun,Mercury Venus,,,,Ketu,,,Moon Jupiter,,Mars,Saturn Rahu
Mercury Venus,,,,,Ketu,,Moon Jupiter,,,Mars Saturn,Sun Rahu
Venus,,,,Ketu,,,Moon Jupiter,,Mars,Saturn Rahu,Sun Mercury
,,,Ketu,,,Moon Jupiter,,,Mars Saturn Rahu,Sun,Mercury Venus
,,,Ketu,,Moon Jupiter,,,Mars Saturn,Rahu,Sun Mercury,Venus
,,Ketu,,,Moon Jupiter,,Mars,Saturn Rahu,Sun Mercury,Venus,
,Ketu,,,Moon Jupiter,,,Mars Saturn Rahu,Sun,Mercury Venus,,
,Ketu,,Jupiter,Moon,,Mars Saturn,Rahu,Sun Mercury,Venus,,
Ketu,,,Moon Jupiter,,Mars,Saturn Rahu,Sun,Mercury Venus,,,
Ketu,,Jupiter,Moon,,Mars Saturn,Rahu,Sun Mercury,Venus,,,
,,Moon Jupiter,,Mars,Saturn Rahu,Sun,Mercury Venus,,,,Ketu
,Jupiter,Moon,,Mars Saturn,Rahu,Sun Mercury,Venus,,,,Ketu
,Moon Jupiter,,,Mars Saturn Rahu,Sun,Mercury Venus,,,,Ketu,
Jupiter,Moon,,Mars Saturn,Rahu,Sun Mercury,Venus,,,,Ketu,
Moon Jupiter,,,Mars Saturn,Sun Rahu,Mercury Venus,,,,,Ketu,
Moon Jupiter,,Mars,Saturn Rahu,Sun Mercury,Venus,,,,Ketu,,
Moon,,Mars Saturn,Rahu,Sun Mercury,Venus,,,,Ketu,,Jupiter
,Mars,Saturn Rahu,Sun,Mercury Venus,,,,Ketu,,,Moon Jupiter
,Mars Saturn,Rahu,Sun Mercury,Venus,,,,Ketu,,Jupiter,Moon
,Mars Saturn Rahu,Sun,Mercury Venus,,,,Ketu,,,Moon Jupiter,
Mars Saturn,Rahu,Sun Mercury,Venus,,,,Ketu,,Jupiter,Moon,
Mars Saturn Rahu,Sun,Mercury Venus,,,,Ketu,,,Jupiter,Moon,
