House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
,,,Sun Mercury,Venus Mars Jupiter,Ketu,,,,Saturn,,Moon Rahu
,,Mercury,Sun Mars Jupiter,Venus Ketu,,,,Saturn,,Rahu,Moon
,,Sun Mercury,Venus Mars Jupiter,Ketu,,,,Saturn,,Rahu,Moon
,Mercury,Sun Jupiter,Venus Mars Ketu,,,,,Saturn,Rahu,Moon,
,Sun Mercury,Mars Jupiter,Venus Ketu,,,,Saturn,,Rahu,Moon,
,Sun Mercury,Venus Mars Jupiter Ketu,,,,,Saturn,Rahu,Moon,,
Sun Mercury,Mars Jupiter,Venus Ketu,,,,Saturn,,Rahu,Moon,,
Sun Mercury,Venus Mars Jupiter Ketu,,,,,Saturn,Rahu,Moon,,,
Mars Jupiter,Venus Ketu,,,,Saturn,,Rahu,Moon,,,Sun Mercury
Venus Mars Jupiter Ketu,,,,,Saturn,Rahu,Moon,,,,Sun Mercury
Venus Ketu,,,,Saturn,,Rahu,Moon,,,Sun Mercury,Mars Jupiter
,,,Saturn,,Rahu,Moon,,,Mercury,Sun Mars Jupiter,Venus Ketu
,,,Saturn,Rahu,Moon,,,,Sun Mercury Jupiter,Venus Mars Ketu,
,,Saturn,,Rahu,Moon,,,Sun Mercury,Mars Jupiter,Venus Ketu,
,Saturn,,Rahu,Moon,,,Mercury,Sun Mars Jupiter,Venus Ketu,,
,Saturn,,Rahu,Moon,,,Sun Mercury,Venus Mars Jupiter,Ketu,,
Saturn,,Rahu,Moon,,,Mercury,Sun Mars Jupiter,Venus Ketu,,,
Saturn,,Rahu,Moon,,,Sun Mercury,Venus Mars Jupiter,Ketu,,,
,Rahu,Moon,,,Mercury,Sun Jupiter,Venus Mars Ketu,,,,Saturn
,Rahu,Moon,,,Sun Mercury,Mars Jupiter,Venus Ketu,,,,Saturn
Rahu,Moon,,,,Sun Mercury Jupiter,Venus Mars Ketu,,,,,Saturn
Rahu,Moon,,,Sun Mercury,Mars Jupiter,Venus Ketu,,,,Saturn,
,Moon,,,Sun Mercury,Venus Mars Jupiter Ketu,,,,,Saturn,Rahu
Moon,,,Mercury,Sun Mars Jupiter,Venus Ketu,,,,Saturn,,Rahu
Moon,,,Sun Mercury,Venus Mars Jupiter,Ketu,,,,Saturn,,Rahu
,,Mercury,Sun Mars Jupiter,Venus Ketu,,,,Saturn,,Rahu,Moon
,,Sun Mercury,Venus Mars Jupiter,Ketu,,,,Saturn,,Rahu,Moon
,Mercury,Sun Jupiter,Venus Mars Ketu,,,,,Saturn,Rahu,,Moon
,Sun Mercury,Mars Jupiter,Venus Ketu,,,,Saturn,,Rahu,Moon,
,Sun Mercury Jupiter,Venus Mars Ketu,,,,,Saturn,Rahu,,Moon,
Sun Mercury,Mars Jupiter,Venus Ketu,,,,Saturn,,Rahu,Moon,,
