House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
Moon,,Mars Jupiter,Sun Mercury Venus,,Saturn Ketu,,,,,,Rahu
Moon,Jupiter,Mars,Sun Mercury Venus,,Saturn Ketu,,,,,,Rahu
,Mars Jupiter,Sun Mercury Venus,,Saturn Ketu,,,,,,Rahu,Moon
Jupiter,Mars,Sun Mercury Venus,,Saturn Ketu,,,,,,Rahu,Moon
Jupiter,Sun Venus Mars,Mercury,Saturn Ketu,,,,,,Rahu,Moon,
Mars,Sun Mercury Venus,,Saturn Ketu,,,,,,Rahu,Moon,Jupiter
Sun Venus Mars,Mercury,Saturn Ketu,,,,,,Rahu,Moon,,Jupiter
Sun Mercury Venus,,Saturn Ketu,,,,,,Rahu,Moon,,Mars Jupiter
Mercury,Saturn Ketu,,,,,,Rahu,Moon,,Jupiter,Sun Venus Mars
,Saturn Ketu,,,,,,Rahu,Moon,Jupiter,Mars,Sun Mercury Venus
Saturn Ketu,,,,,,Rahu,Moon,,Mars Jupiter,Sun Venus,Mercury
Saturn Ketu,,,,,,Rahu,Moon,Jupiter,Venus Mars,Sun Mercury,
,,,,,Rahu,Moon,Jupiter,Mars,Sun Mercury Venus,,Saturn Ketu
,,,,Rahu,Moon,,Mars Jupiter,Sun Mercury Venus,,Saturn Ketu,
,,,,Rahu,Moon,Jupiter,Venus Mars,Sun Mercury,,Saturn Ketu,
,,,Rahu,Moon,,Mars Jupiter,Sun Mercury Venus,,Saturn Ketu,,
,,,Rahu,Moon,Jupiter,Venus Mars,Sun Mercury,,Saturn Ketu,,
,,Rahu,Moon,,Mars Jupiter,Sun Mercury Venus,,Saturn Ketu,,,
,,Rahu,Moon,Jupiter,Mars,Sun Mercury Venus,,Saturn Ketu,,,
,Rahu,Moon,,Mars Jupiter,Sun Venus,Mercury,Saturn Ketu,,,,
,Rahu,Moon,Jupiter,Mars,Sun Mercury Venus,,Saturn Ketu,,,,
Rahu,,Moon,Jupiter,Sun Venus Mars,Mercury,Saturn Ketu,,,,,
Rahu,Moon,,Mars Jupiter,Sun Mercury Venus,,Saturn Ketu,,,,,
,Moon,Jupiter,Venus Mars,Sun Mercury,Saturn Ketu,,,,,,Rahu
Moon,,Mars Jupiter,Sun Mercury Venus,,Saturn Ketu,,,,,,Rahu
Moon,Jupiter,Venus Mars,Sun Mercury,,Saturn Ketu,,,,,,Rahu
Moon,Mars Jupiter,Sun Mercury Venus,,Saturn Ketu,,,,,,Rahu,
Jupiter,Mars,Sun Mercury Venus,,Saturn Ketu,,,,,,Rahu,Moon
Jupiter,Sun Venus Mars,Mercury,Saturn Ketu,,,,,,Rahu,,Moon
Mars,Sun Mercury Venus,,Saturn Ketu,,,,,,Rahu,Moon,Jupiter
Sun Venus Mars,Mercury,Saturn Ketu,,,,,,Rahu,,Moon,Jupiter
Sun Mercury Venus,,Saturn Ketu,,,,,,Rahu,Moon,,Mars Jupiter
Mercury,Saturn Ketu,,,,,,Rahu,,Moon,Jupiter,Sun Venus Mars
,Saturn Ketu,,,,,,Rahu,Moon,Jupiter,Mars,Sun Mercury Venus
Saturn Ketu,,,,,,Rahu,,Moon,Mars Jupiter,Sun Venus,Mercury
Saturn Ketu,,,,,,Rahu,Moon,Jupiter,Venus Mars,Sun Mercury,
,,,,,Rahu,Moon,Jupiter,Mars,Sun Mercury Venus,,Saturn Ketu
,,,,Rahu,,Moon,Mars Jupiter,Sun Venus,Mercury,Saturn Ketu,
,,,,Rahu,Moon,Jupiter,Venus Mars,Sun Mercury,,Saturn Ketu,
,,,Rahu,,Moon,Mars Jupiter,Sun Mercury Venus,,Saturn Ketu,,
,,,Rahu,Moon,Jupiter,Venus Mars,Sun Mercury,,Saturn Ketu,,
,,Rahu,,Moon,Mars Jupiter,Sun Mercury Venus,,Saturn Ketu,,,
,,Rahu,Moon,Jupiter,Mars,Sun Mercury Venus,,Saturn Ketu,,,
,Rahu,,Moon,Mars Jupiter,Sun Venus,Mercury,Saturn Ketu,,,,
,Rahu,Moon,Jupiter,Mars,Sun Mercury Venus,,Saturn Ketu,,,,
Rahu,,Moon,Jupiter,Sun Venus Mars,Mercury,Saturn Ketu,,,,,
Rahu,,Moon Jupiter,Mars,Sun Mercury Venus,,Saturn Ketu,,,,,
,Moon,Jupiter,Venus Mars,Sun Mercury,Saturn Ketu,,,,,,Rahu
,Moon,Mars Jupiter,Sun Mercury Venus,,Saturn Ketu,,,,,,Rahu
Moon,Jupiter,Venus Mars,Sun Mercury,,Saturn Ketu,,,,,,Rahu
Moon,Mars Jupiter,Sun Venus,Mercury,Saturn Ketu,,,,,,Rahu,
Moon Jupiter,Mars,Sun Mercury Venus,,Saturn Ketu,,,,,,Rahu,
Jupiter,Sun Venus Mars,Mercury,Saturn Ketu,,,,,,Rahu,,Moon
Mars,Sun Mercury Venus,,Saturn Ketu,,,,,,Rahu,,Moon Jupiter
Sun Venus Mars,Mercury,Saturn Ketu,,,,,,Rahu,,Moon,Jupiter
Sun Mercury Venus,,Saturn Ketu,,,,,,Rahu,,Moon,Mars Jupiter
Mercury,Saturn Ketu,,,,,,Rahu,,Moon,Jupiter,Sun Venus Mars
,Saturn Ketu,,,,,,Rahu,,Moon Jupiter,Mars,Sun Mercury Venus
Saturn Ketu,,,,,,Rahu,,Moon,Mars Jupiter,Sun Venus,Mercury
,,,,,Rahu,,Moon,Jupiter,Venus Mars,Sun Mercury,Saturn Ketu
,,,,,Rahu,,Moon Jupiter,Mars,Sun Mercury Venus,,Saturn Ketu
,,,,Rahu,,Moon,Mars Jupiter,Sun Venus,Mercury,Saturn Ketu,
,,,,Rahu,,Moon Jupiter,Venus Mars,Sun Mercury,,Saturn Ketu,
,,,Rahu,,Moon,Mars Jupiter,Sun Mercury Venus,,Saturn Ketu,,
,,Rahu,,,Moon Jupiter,Venus Mars,Sun Mercury,Saturn Ketu,,,
,,Rahu,,Moon,Mars Jupiter,Sun Mercury Venus,,Saturn Ketu,,,
,,Rahu,,Moon Jupiter,Venus Mars,Sun Mercury,,Saturn Ketu,,,
,Rahu,,Moon,Mars Jupiter,Sun Venus,Mercury,Saturn Ketu,,,,
,Rahu,,Moon Jupiter,Mars,Sun Mercury Venus,,Saturn Ketu,,,,
Rahu,,Moon,Jupiter,Sun Venus Mars,Mercury,Saturn Ketu,,,,,
Rahu,,Moon Jupiter,Mars,Sun Mercury Venus,,Saturn Ketu,,,,,
,,Moon Jupiter,Venus Mars,Sun Mercury,Saturn Ketu,,,,,,Rahu
,Moon,Mars Jupiter,Sun Mercury Venus,,Saturn Ketu,,,,,,Rahu
,Moon Jupiter,Venus Mars,Sun Mercury,,Saturn Ketu,,,,,,Rahu
Moon,Mars Jupiter,Sun Venus,Mercury,Saturn Ketu,,,,,,Rahu,
Moon Jupiter,Mars,Sun Mercury Venus,,Saturn Ketu,,,,,,Rahu,
Jupiter,Sun Venus Mars,Mercury,Saturn Ketu,,,,,,Rahu,,Moon
Mars,Sun Mercury Venus,,Saturn Ketu,,,,,,Rahu,,Moon Jupiter
Sun Venus Mars,Mercury,Saturn Ketu,,,,,,Rahu,,,Moon Jupiter
Sun Mercury Venus,,Saturn Ketu,,,,,,Rahu,,Moon Jupiter,Mars
Mercury,Saturn Ketu,,,,,,Rahu,,,Moon Jupiter,Sun Venus Mars
,Saturn Ketu,,,,,,Rahu,,Moon Jupiter,Mars,Sun Mercury Venus
Saturn Ketu,,,,,,Rahu,,Moon,Mars Jupiter,Sun Venus,Mercury
,,,,,Rahu,,,Moon Jupiter,Venus Mars,Sun Mercury,Saturn Ketu
,,,,,Rahu,,Moon Jupiter,Mars,Sun Mercury Venus,,Saturn Ketu
,,,,Rahu,,Moon,Mars Jupiter,Sun Venus,Mercury,Saturn Ketu,
,,,Rahu,,,Moon Jupiter,Venus Mars,Sun Mercury,Saturn Ketu,,
,,,Rahu,,Moon,Mars Jupiter,Sun Mercury Venus,,Saturn Ketu,,
,,Rahu,,,Moon Jupiter,Venus Mars,Sun Mercury,Saturn Ketu,,,
,,Rahu,,Moon,Mars Jupiter,Sun Mercury Venus,,Saturn Ketu,,,
,,Rahu,,Moon Jupiter,Venus Mars,Sun Mercury,,Saturn Ketu,,,
,Rahu,,,Moon Mars Jupiter,Sun Venus,Mercury,Saturn Ketu,,,,
,Rahu,,Moon Jupiter,Mars,Sun Mercury Venus,,Saturn Ketu,,,,
Rahu,,,Moon Jupiter,Sun Venus Mars,Mercury,Saturn Ketu,,,,,
Rahu,,Moon Jupiter,Mars,Sun Mercury Venus,,Saturn Ketu,,,,,
,,Moon Jupiter,Venus Mars,Sun Mercury,Saturn Ketu,,,,,,Rahu
,,Moon Mars Jupiter,Sun Mercury Venus,,Saturn Ketu,,,,,,Rahu
,Moon Jupiter,Venus Mars,Sun Mercury,,Saturn Ketu,,,,,,Rahu
,Moon Mars Jupiter,Sun Venus,Mercury,Saturn Ketu,,,,,,Rahu,
