House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
Ketu,,,Sun,Mercury Jupiter Saturn,Venus Mars,Rahu,,,,,Moon
,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,,,,Moon Ketu
,,Sun,Mercury Saturn,Venus Mars Jupiter,Rahu,,,,,,Moon Ketu
,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,,,,Moon Ketu,
,Sun,Mercury Saturn,Venus Jupiter,Mars Rahu,,,,,,Moon Ketu,
,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,,,,Moon Ketu,,
Sun,Mercury,Venus Jupiter Saturn,Mars Rahu,,,,,,Moon Ketu,,
Sun,Mercury Jupiter Saturn,Venus Mars,Rahu,,,,,Moon,Ketu,,
Mercury,Venus Jupiter Saturn,Mars Rahu,,,,,,Moon Ketu,,,Sun
Venus Jupiter Saturn,Mars Rahu,,,,,,Moon Ketu,,,,Sun Mercury
Venus Jupiter,Mars Rahu,,,,,,Moon Ketu,,,Sun,Mercury Saturn
Mars Rahu,,,,,,Moon Ketu,,,,Sun Mercury,Venus Jupiter Saturn
,,,,,Moon Ketu,,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu
,,,,,Moon Ketu,,,Sun,Mercury Saturn,Venus Mars Jupiter,Rahu
,,,,Moon Ketu,,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,
,,,,Moon Ketu,,,Sun,Mercury Jupiter Saturn,Venus Mars,Rahu,
,,,Moon Ketu,,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,
,,,Moon Ketu,,,Sun,Mercury Jupiter Saturn,Venus Mars,Rahu,,
,,Moon Ketu,,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,
,,Moon Ketu,,,Sun,Mercury Saturn,Venus Mars Jupiter,Rahu,,,
,Ketu,Moon,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,,
,Moon Ketu,,,Sun,Mercury Saturn,Venus Jupiter,Mars Rahu,,,,
,Moon Ketu,,,Sun,Mercury Jupiter Saturn,Venus Mars,Rahu,,,,
Moon Ketu,,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,,,
Moon Ketu,,,Sun,Mercury Jupiter Saturn,Venus Mars,Rahu,,,,,
,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,,,,Moon Ketu
,,Sun,Mercury Saturn,Venus Mars Jupiter,Rahu,,,,,,Moon Ketu
,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,,,,Ketu,Moon
,Sun,Mercury Saturn,Venus Jupiter,Mars Rahu,,,,,,Moon Ketu,
,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,,,,Ketu,Moon,
Sun,Mercury,Venus Jupiter Saturn,Mars Rahu,,,,,,Moon Ketu,,
Sun,Mercury Jupiter Saturn,Venus Mars,Rahu,,,,,,Moon Ketu,,
Mercury,Venus Jupiter Saturn,Mars Rahu,,,,,,Moon Ketu,,,Sun
Venus Jupiter Saturn,Mars Rahu,,,,,,Ketu,Moon,,,Sun Mercury
Venus Jupiter,Mars Rahu,,,,,,Moon Ketu,,,Sun,Mercury Saturn
Mars Rahu,,,,,,Ketu,Moon,,,Sun Mercury,Venus Jupiter Saturn
,,,,,Ketu,Moon,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu
,,,,,Moon Ketu,,,Sun,Mercury Saturn,Venus Mars Jupiter,Rahu
,,,,Ketu,Moon,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,
,,,,Moon Ketu,,,Sun,Mercury Jupiter Saturn,Venus Mars,Rahu,
,,,Ketu,Moon,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,
,,,Moon Ketu,,,Sun,Mercury Jupiter Saturn,Venus Mars,Rahu,,
,,Ketu,Moon,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,
,,Moon Ketu,,,Sun,Mercury Saturn,Venus Mars Jupiter,Rahu,,,
,Ketu,Moon,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,,
,Ketu,Moon,,Sun,Mercury Saturn,Venus Jupiter,Mars Rahu,,,,
Ketu,Moon,,,Sun,Mercury Jupiter Saturn,Venus Mars Rahu,,,,,
Ketu,Moon,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,,,
Moon Ketu,,,Sun,Mercury Jupiter Saturn,Venus Mars,Rahu,,,,,
Moon,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,,,,Ketu
,,Sun,Mercury Saturn,Venus Mars Jupiter,Rahu,,,,,,Moon Ketu
,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,,,,Ketu,Moon
,Sun,Mercury Saturn,Venus Jupiter,Mars Rahu,,,,,,Ketu,Moon
,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,,,,Ketu,Moon,
Sun,Mercury Saturn,Venus Jupiter,Mars Rahu,,,,,,Ketu,Moon,
Sun,Mercury Jupiter Saturn,Venus Mars Rahu,,,,,,Ketu,Moon,,
Mercury Saturn,Venus Jupiter,Mars Rahu,,,,,,Ketu,Moon,,Sun
Venus Jupiter Saturn,Mars Rahu,,,,,,Ketu,Moon,,,Sun Mercury
Venus Mars Jupiter,Rahu,,,,,,Ketu,Moon,,Sun,Mercury Saturn
Mars Rahu,,,,,,Ketu,Moon,,,Sun Mercury,Venus Jupiter Saturn
,,,,,Ketu,Moon,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu
,,,,,Ketu,Moon,,Sun,Mercury Saturn,Venus Mars Jupiter,Rahu
,,,,Ketu,Moon,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,
,,,,Moon Ketu,,,Sun,Mercury Jupiter Saturn,Venus Mars,Rahu,
,,,Ketu,Moon,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,
,,,Ketu,Moon,,Sun,Mercury Jupiter Saturn,Venus Mars,Rahu,,
,,Ketu,Moon,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,
,,Ketu,Moon,,Sun,Mercury Saturn,Venus Mars Jupiter,Rahu,,,
,Ketu,Moon,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,,
,Ketu,Moon,,Sun,Mercury Saturn,Venus Jupiter,Mars Rahu,,,,
Ketu,,Moon,,Sun,Mercury Jupiter Saturn,Venus Mars Rahu,,,,,
Ketu,Moon,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,,,
Ketu,Moon,,Sun,Mercury Jupiter Saturn,Venus Mars,Rahu,,,,,
Moon,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,,,,Ketu
Moon,,Sun,Mercury Saturn,Venus Mars Jupiter,Rahu,,,,,,Ketu
,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,,,,Ketu,Moon
,Sun,Mercury Saturn,Venus Jupiter,Mars Rahu,,,,,,Ketu,Moon
,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,,,,Ketu,,Moon
Sun,Mercury Saturn,Venus Jupiter,Mars Rahu,,,,,,Ketu,Moon,
Sun,Mercury Jupiter Saturn,Venus Mars Rahu,,,,,,Ketu,,Moon,
Mercury Saturn,Venus Jupiter,Mars Rahu,,,,,,Ketu,Moon,,Sun
Venus Jupiter Saturn,Mars Rahu,,,,,,Ketu,,Moon,,Sun Mercury
Venus Mars Jupiter,Rahu,,,,,,Ketu,Moon,,Sun,Mercury Saturn
Mars Rahu,,,,,,Ketu,Moon,,,Sun Mercury,Venus Jupiter Saturn
,,,,,Ketu,,Moon,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu
,,,,,Ketu,Moon,,Sun,Mercury Jupiter Saturn,Venus Mars,Rahu
,,,,Ketu,Moon,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,
,,,,Ketu,Moon,,Sun,Mercury Jupiter Saturn,Venus Mars,Rahu,
,,,Ketu,Moon,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,
,,,Ketu,Moon,,Sun,Mercury Jupiter Saturn,Venus Mars,Rahu,,
,,Ketu,,Moon,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,
,,Ketu,Moon,,Sun,Mercury Saturn,Venus Mars Jupiter,Rahu,,,
,Ketu,,Moon,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,,
,Ketu,Moon,,Sun,Mercury Saturn,Venus Jupiter,Mars Rahu,,,,
Ketu,,Moon,,Sun,Mercury Jupiter Saturn,Venus Mars Rahu,,,,,
Ketu,Moon,,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,,,
Ketu,Moon,,Sun,Mercury Jupiter Saturn,Venus Mars,Rahu,,,,,
,Moon,,Sun Mercury,Venus Jupiter Saturn,Mars Rahu,,,,,,Ketu
Moon,,Sun,Mercury Jupiter Saturn,Venus Mars,Rahu,,,,,,Ketu
