House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
,,,Sun Mercury Mars Ketu,Venus Saturn,,Jupiter,,,Rahu,Moon,
,,,Sun Mercury Mars Ketu,Venus Saturn,,Jupiter,,,Moon Rahu,,
,,Sun Mercury Ketu,Venus Mars,Saturn,Jupiter,,,Rahu,Moon,,
,,Sun Mercury Mars Ketu,Venus Saturn,,Jupiter,,,Moon Rahu,,,
,Sun Ketu,Mercury Venus Mars,Saturn,Jupiter,,,Rahu,Moon,,,
,Sun Mercury Mars Ketu,Venus Saturn,,Jupiter,,,Rahu,Moon,,,
Sun,Mercury Venus Mars Ketu,Saturn,Jupiter,,,,Moon Rahu,,,,
Sun Mercury Mars Ketu,Venus Saturn,,Jupiter,,,Rahu,Moon,,,,
Mercury Mars Ketu,Venus Saturn,,Jupiter,,,Moon Rahu,,,,,Sun
Venus Saturn,,Jupiter,,,Rahu,Moon,,,,,Sun Mercury Mars Ketu
Saturn,Jupiter,,,Rahu,Moon,,,,,Sun Ketu,Mercury Venus Mars
,Jupiter,,,Moon Rahu,,,,,,Sun Mercury Mars Ketu,Venus Saturn
Jupiter,,,Rahu,Moon,,,,,Sun Mercury Mars Ketu,Venus Saturn,
,,Rahu,Moon,,,,,Sun Mercury Ketu,Venus Mars,Saturn,Jupiter
,,Moon Rahu,,,,,,Sun Mercury Mars Ketu,Venus Saturn,,Jupiter
,Rahu,Moon,,,,,Sun Mercury Mars Ketu,Venus Saturn,,Jupiter,
,Moon Rahu,,,,,,Sun Mercury Mars Ketu,Venus Saturn,,Jupiter,
Rahu,Moon,,,,,Sun Mercury Mars Ketu,Venus Saturn,,Jupiter,,
Rahu,Moon,,,,,Sun Mercury Mars Ketu,Venus Saturn,,Jupiter,,
Moon,,,,,Sun Mercury Ketu,Venus Mars,Saturn,Jupiter,,,Rahu
Moon,,,,,Sun Mercury Mars Ketu,Venus Saturn,,Jupiter,,,Rahu
,,,,Sun Ketu,Mercury Venus Mars,Saturn,Jupiter,,,Rahu,Moon
,,,,Sun Mercury Mars Ketu,Venus Saturn,,Jupiter,,,Rahu,Moon
,,,,Sun Mercury Mars Ketu,Venus Saturn,,Jupiter,,,Rahu,Moon
,,,Sun Mercury Mars Ketu,Venus Saturn,,Jupiter,,,Rahu,Moon,
,,,Sun Mercury Mars Ketu,Venus Saturn,,Jupiter,,,Rahu,Moon,
,,Sun Mercury Ketu,Venus Mars,Saturn,Jupiter,,,Rahu,Moon,,
,,Sun Mercury Mars Ketu,Venus Saturn,,Jupiter,,,Rahu,Moon,,
,Sun Ketu,Mercury Venus Mars,Saturn,Jupiter,,,Rahu,Moon,,,
,Sun Mercury Mars Ketu,Venus Saturn,,Jupiter,,,Rahu,Moon,,,
Sun Ketu,Mercury Venus Mars,Saturn,Jupiter,,,Rahu,,Moon,,,
Sun Mercury Mars Ketu,Venus Saturn,,Jupiter,,,Rahu,Moon,,,,
Mercury Mars Ketu,Venus Saturn,Jupiter,,,,Rahu,Moon,,,,Sun
Venus Saturn,,Jupiter,,,Rahu,Moon,,,,,Sun Mercury Mars Ketu
Saturn,Jupiter,,,Rahu,Moon,,,,,Sun Mercury Ketu,Venus Mars
,Jupiter,,,Rahu,Moon,,,,,Sun Mercury Mars Ketu,Venus Saturn
Jupiter,,,Rahu,Moon,,,,,Sun Mercury Mars Ketu,Venus Saturn,
,,Rahu,Moon,,,,,Sun Mercury Ketu,Venus Mars,Saturn,Jupiter
,,Rahu,Moon,,,,,Sun Mercury Mars Ketu,Venus Saturn,,Jupiter
