House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
,,Mars,Sun Saturn,Mercury Venus Rahu,Moon,,,,Jupiter,Ketu,
,,Mars,Sun Mercury Venus Saturn,Moon Rahu,,,,Jupiter,,Ketu,
,Mars,Sun Saturn,Mercury Venus Rahu,Moon,,,,Jupiter,Ketu,,
,Mars,Sun Mercury Saturn,Moon Venus Rahu,,,,,Jupiter,Ketu,,
Mars,Sun,Mercury Venus Saturn,Moon Rahu,,,,Jupiter,,Ketu,,
Mars,Sun Mercury Saturn,Moon Venus Rahu,,,,,Jupiter,Ketu,,,
Sun,Mercury Venus Saturn,Moon Rahu,,,,Jupiter,,Ketu,,,Mars
Sun Saturn,Mercury Venus Rahu,Moon,,,,Jupiter,Ketu,,,,Mars
Mercury Venus Saturn,Moon Rahu,,,,Jupiter,,Ketu,,,Mars,Sun
Venus Rahu,Moon,,,,Jupiter,Ketu,,,,Mars,Sun Mercury Saturn
Moon Rahu,,,,Jupiter,,Ketu,,,Mars,Sun Saturn,Mercury Venus
,,,Jupiter,,Ketu,,,,Mars,Sun Mercury Venus Saturn,Moon Rahu
,,,Jupiter,Ketu,,,,Mars,Sun Mercury Saturn,Venus Rahu,Moon
,,Jupiter,Ketu,,,,Mars,Sun Saturn,Mercury Venus Rahu,Moon,
,Jupiter,,Ketu,,,,Mars,Sun Mercury Venus Saturn,Moon Rahu,,
,Jupiter,Ketu,,,,Mars,Sun Saturn,Mercury Venus Rahu,Moon,,
Jupiter,,Ketu,,,,Mars,Sun Mercury Venus Saturn,Moon Rahu,,,
Jupiter,Ketu,,,,Mars,Sun Saturn,Mercury Venus Rahu,Moon,,,
,Ketu,,,,Mars,Sun Mercury Saturn,Moon Venus Rahu,,,,Jupiter
,Ketu,,,Mars,Sun Saturn,Mercury Venus,Moon Rahu,,,,Jupiter
Ketu,,,,Mars,Sun Mercury Saturn,Venus Rahu,Moon,,,,Jupiter
Ketu,,,Mars,Sun,Mercury Venus Saturn,Moon Rahu,,,,Jupiter,
,,,Mars,Sun Mercury Saturn,Venus Rahu,Moon,,,,Jupiter,Ketu
,,Mars,,Sun Mercury Venus Saturn,Moon Rahu,,,,Jupiter,,Ketu
