House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
,Moon,,Sun Mercury Venus Mars,Jupiter Saturn Ketu,,,,,,Rahu,
Moon,,Venus Mars,Sun Mercury Saturn,Jupiter Ketu,,,,,,Rahu,
Moon,,Sun Mercury Venus Mars,Jupiter Saturn,Ketu,,,,,,Rahu,
,,Sun Mercury Venus Mars Saturn,Jupiter Ketu,,,,,,Rahu,,Moon
,Sun Venus Mars,Mercury Jupiter Saturn,Ketu,,,,,,Rahu,,Moon
,Sun Mercury Venus Mars,Jupiter Saturn Ketu,,,,,,Rahu,,,Moon
Sun Venus Mars,Mercury Jupiter Saturn,Ketu,,,,,,Rahu,,Moon,
Sun Mercury Venus Mars,Jupiter Saturn Ketu,,,,,,Rahu,,,Moon,
Mercury Jupiter Saturn,Ketu,,,,,,Rahu,,Moon,,Sun Venus Mars
Jupiter Saturn Ketu,,,,,,Rahu,,,Moon,,Sun Mercury Venus Mars
Ketu,,,,,,Rahu,,Moon,,Sun Venus Mars,Mercury Jupiter Saturn
,,,,,Rahu,,Moon,,Venus Mars,Sun Mercury Saturn,Jupiter Ketu
,,,,Rahu,,,Moon,,Sun Mercury Venus Mars,Jupiter Saturn Ketu,
,,,,Rahu,,Moon,,Sun Venus Mars,Mercury Jupiter Saturn,Ketu,
,,,Rahu,,Moon,,Venus Mars,Sun Mercury Saturn,Jupiter Ketu,,
,,Rahu,,,Moon,,Sun Mercury Venus Mars,Jupiter Saturn Ketu,,,
,,Rahu,,Moon,,Venus Mars,Sun Mercury Saturn,Jupiter Ketu,,,
,Rahu,,,Moon,,Sun Mercury Venus Mars,Jupiter Saturn Ketu,,,,
,Rahu,,,Moon,Venus,Sun Mercury Mars Saturn,Jupiter Ketu,,,,
,Rahu,,Moon,,Sun Venus Mars,Mercury Jupiter Saturn,Ketu,,,,
Rahu,,,Moon,,Sun Mercury Venus Mars Saturn,Jupiter Ketu,,,,,
Rahu,,Moon,,Sun Venus Mars,Mercury Jupiter Saturn,Ketu,,,,,
,,Moon,,Sun Mercury Venus Mars,Jupiter Saturn Ketu,,,,,,Rahu
,Moon,,Venus Mars,Sun Mercury Saturn,Jupiter Ketu,,,,,,Rahu
,Moon,,Sun Mercury Venus Mars,Jupiter Saturn Ketu,,,,,,Rahu,
,Moon,Venus Mars,Sun Mercury Saturn,Jupiter Ketu,,,,,,Rahu,
Moon,,Sun Venus Mars,Mercury Jupiter Saturn Ketu,,,,,,Rahu,,
Moon,,Sun Mercury Venus Mars Saturn,Jupiter Ketu,,,,,,Rahu,,
,Sun Venus Mars,Mercury Jupiter Saturn,Ketu,,,,,,Rahu,,Moon
,Sun Mercury Venus Mars,Jupiter Saturn Ketu,,,,,,Rahu,,,Moon
