House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
,Jupiter,Moon,Sun Mercury Venus Rahu,Mars,,,Saturn,,Ketu,,
,Moon Jupiter,Rahu,Sun Mercury Venus,Mars,,,Saturn,Ketu,,,
,Moon Jupiter,Sun Mercury Venus Rahu,Mars,,,Saturn,,Ketu,,,
Moon Jupiter,Rahu,Sun Mercury Venus,Mars,,,Saturn,Ketu,,,,
Moon Jupiter,Sun Mercury Rahu,Venus Mars,,,,Saturn,Ketu,,,,
Rahu,Sun Mercury Venus,Mars,,,Saturn,Ketu,,,,,Moon Jupiter
Sun Mercury Rahu,Venus,Mars,,,Saturn,Ketu,,,,,Moon Jupiter
Sun Mercury Venus,Mars,,,Saturn,Ketu,,,,,Jupiter,Moon Rahu
Venus,Mars,,,Saturn,Ketu,,,,,Moon Jupiter,Sun Mercury Rahu
Mars,,,Saturn,Ketu,,,,,Jupiter,Moon Rahu,Sun Mercury Venus
,,,Saturn,Ketu,,,,,Moon Jupiter,Sun Mercury Rahu,Venus Mars
,,Saturn,Ketu,,,,,Moon Jupiter,Rahu,Sun Mercury Venus,Mars
,Saturn,Ketu,,,,,Jupiter,Moon Rahu,Sun Mercury Venus,Mars,
Saturn,,Ketu,,,,,Moon Jupiter,Sun Mercury Rahu,Venus Mars,,
Saturn,Ketu,,,,,Moon Jupiter,Rahu,Sun Mercury Venus,Mars,,
,Ketu,,,,Jupiter,Moon,Sun Mercury Venus Rahu,Mars,,,Saturn
Ketu,,,,,Moon Jupiter,Rahu,Sun Mercury Venus,Mars,,,Saturn
Ketu,,,,Jupiter,Moon,Sun Mercury Venus Rahu,Mars,,,Saturn,
,,,,Jupiter,Moon Rahu,Sun Mercury Venus,Mars,,,Saturn,Ketu
,,,,Moon Jupiter,Sun Mercury Rahu,Venus Mars,,,Saturn,,Ketu
,,,Jupiter,Moon Rahu,Sun Mercury Venus,Mars,,,Saturn,Ketu,
,,,Moon Jupiter,Sun Mercury Rahu,Venus,Mars,,,Saturn,Ketu,
,,Jupiter,Moon Rahu,Sun Mercury Venus,Mars,,,Saturn,Ketu,,
,,Moon Jupiter,Mercury Rahu,Sun Venus,Mars,,,Saturn,Ketu,,
,Jupiter,Moon,Sun Mercury Venus Rahu,Mars,,,Saturn,,Ketu,,
,Jupiter,Moon Rahu,Sun Mercury Venus,Mars,,,Saturn,Ketu,,,
,Moon Jupiter,Sun Mercury Venus Rahu,Mars,,,Saturn,,Ketu,,,
Jupiter,Moon Rahu,Sun Mercury Venus,Mars,,,Saturn,Ketu,,,,
Moon Jupiter,Sun Mercury Rahu,Venus Mars,,,,Saturn,Ketu,,,,
Moon Rahu,Sun Mercury Venus,Mars,,,Saturn,Ketu,,,,,Jupiter
Sun Moon Mercury Rahu,Venus,Mars,,,Saturn,Ketu,,,,,Jupiter
Sun Mercury Venus,Mars,,,Saturn,Ketu,,,,,Jupiter,Moon Rahu
Venus,Mars,,,Saturn,Ketu,,,,,Jupiter,Sun Moon Mercury Rahu
Mars,,,Saturn,Ketu,,,,,Jupiter,Moon Rahu,Sun Mercury Venus
,,Saturn,,Ketu,,,,,Moon Jupiter,Sun Mercury Rahu,Venus Mars
,,Saturn,Ketu,,,,,Jupiter,Moon Mercury Rahu,Sun Venus,Mars
,Saturn,Ketu,,,,,Jupiter,Moon Rahu,Sun Mercury Venus,Mars,
Saturn,,Ketu,,,,,Moon Jupiter,Sun Mercury Venus Rahu,Mars,,
Saturn,Ketu,,,,,Jupiter,Moon Mercury Rahu,Sun Venus,Mars,,
Ketu,,,,,Jupiter,Moon Rahu,Sun Mercury Venus,Mars,,,Saturn
Ketu,,,,,Jupiter,Moon Mercury Rahu,Sun Venus,Mars,,,Saturn
Ketu,,,,Jupiter,Moon,Sun Mercury Venus Rahu,Mars,,,Saturn,
,,,,Jupiter,Moon Rahu,Sun Mercury Venus,Mars,,,Saturn,Ketu
,,,,Jupiter,Sun Moon Mercury Venus Rahu,Mars,,,Saturn,,Ketu
,,,Jupiter,Moon Rahu,Sun Mercury Venus,Mars,,,Saturn,Ketu,
,,,Jupiter,Sun Moon Mercury Rahu,Venus,Mars,,,Saturn,Ketu,
,,Jupiter,Moon Rahu,Sun Mercury Venus,Mars,,,Saturn,Ketu,,
,,Jupiter,Moon Mercury Rahu,Sun Venus,Mars,,,Saturn,Ketu,,
,Jupiter,Moon Rahu,Sun Mercury Venus,Mars,,,Saturn,Ketu,,,
,Jupiter,Moon Mercury Rahu,Sun Venus,Mars,,,Saturn,Ketu,,,
