House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
Moon,Mars Jupiter,,Sun Mercury,Rahu,Venus,,,,,Saturn Ketu,
Moon Jupiter,Mars,Mercury,Sun,Venus Rahu,,,,,,Saturn Ketu,
Moon Mars Jupiter,,Sun Mercury,Rahu,Venus,,,,,Saturn Ketu,,
Mars Jupiter,Mercury,Sun,Venus Rahu,,,,,,Saturn Ketu,,Moon
,Sun Mercury,Rahu,Venus,,,,,Saturn Ketu,,,Moon Mars Jupiter
Mercury,Sun,Venus Rahu,,,,,,Saturn Ketu,,Moon,Mars Jupiter
Sun Mercury,Rahu,Venus,,,,,Ketu,Saturn,,Moon Mars Jupiter,
Sun,Rahu,Venus,,,,,Saturn Ketu,,Moon,Mars Jupiter,Mercury
Rahu,Venus,,,,,Ketu,Saturn,,Moon Jupiter,Mars,Sun Mercury
Venus Rahu,,,,,,Saturn Ketu,,Moon,Mars Jupiter,Mercury,Sun
Venus,,,,,Saturn Ketu,,,Moon Mars Jupiter,,Sun Mercury,Rahu
,,,,Ketu,Saturn,,Moon Jupiter,Mars,Mercury,Sun Rahu,Venus
,,,,Saturn Ketu,,Moon,Mars Jupiter,Mercury,Sun,Venus Rahu,
,,,Saturn Ketu,,,Moon Mars Jupiter,,Sun Mercury,Rahu,Venus,
,,Ketu,Saturn,,Moon Jupiter,Mars,Mercury,Sun Rahu,Venus,,
,,Saturn Ketu,,,Moon Mars Jupiter,,Sun Mercury,Rahu,Venus,,
,Ketu,Saturn,,Moon Jupiter,Mars,Mercury,Sun Rahu,Venus,,,
,Saturn Ketu,,,Moon Mars Jupiter,,Sun Mercury,Rahu,Venus,,,
,Saturn Ketu,,Moon,Mars Jupiter,Mercury,Sun,Venus Rahu,,,,
Saturn Ketu,,,Moon Mars Jupiter,,Sun Mercury,Rahu,Venus,,,,
Saturn Ketu,,,Moon Mars Jupiter,Mercury,Sun,Venus Rahu,,,,,
,,Moon Mars Jupiter,,Sun Mercury,Rahu,Venus,,,,,Saturn Ketu
,,Moon Mars Jupiter,Mercury,Sun,Rahu,Venus,,,,,Saturn Ketu
,Moon Jupiter,Mars,Mercury,Sun Rahu,Venus,,,,,Ketu,Saturn
,Moon Mars Jupiter,,Sun Mercury,Rahu,Venus,,,,,Saturn Ketu,
Moon Jupiter,Mars,Mercury,Sun Rahu,Venus,,,,,Ketu,Saturn,
Moon Mars Jupiter,,Sun Mercury,Rahu,Venus,,,,,Saturn Ketu,,
Moon Mars Jupiter,Mercury,Sun,Venus Rahu,,,,,,Saturn Ketu,,
,Sun Mercury,Rahu,Venus,,,,,Saturn Ketu,,,Moon Mars Jupiter
Mercury,Sun,Venus Rahu,,,,,,Saturn Ketu,,,Moon Mars Jupiter
Sun Mercury,Rahu,Venus,,,,,Saturn Ketu,,,Moon Mars Jupiter,
Sun,Rahu,Venus,,,,,Saturn Ketu,,,Moon Mars Jupiter,Mercury
Rahu,Venus,,,,,Saturn Ketu,,,Moon Jupiter,Mars,Sun Mercury
Venus Rahu,,,,,,Saturn Ketu,,,Moon Mars Jupiter,Mercury,Sun
Venus,,,,,Saturn Ketu,,,Moon Mars Jupiter,,Sun Mercury,Rahu
,,,,Ketu,Saturn,,Jupiter,Moon Mars,Mercury,Sun Rahu,Venus
,,,,Saturn Ketu,,,Moon Mars Jupiter,Mercury,Sun,Venus Rahu,
,,,Saturn Ketu,,,Moon Mars Jupiter,,Sun Mercury,Rahu,Venus,
,,Ketu,Saturn,,Jupiter,Moon Mars,Mercury,Sun Rahu,Venus,,
,,Saturn Ketu,,,Moon Mars Jupiter,,Sun Mercury,Rahu,Venus,,
,Ketu,Saturn,,Jupiter,Moon Mars,Mercury,Sun Rahu,Venus,,,
,Saturn Ketu,,,Moon Mars Jupiter,,Sun Mercury,Rahu,Venus,,,
,Saturn Ketu,,Jupiter,Moon Mars,Mercury,Sun,Venus Rahu,,,,
Saturn Ketu,,,Moon Mars Jupiter,,Sun Mercury,Rahu,Venus,,,,
Saturn Ketu,,,Moon Mars Jupiter,Mercury,Sun,Venus Rahu,,,,,
,,Mars Jupiter,Moon,Sun Mercury,Rahu,Venus,,,,,Saturn Ketu
,,Moon Mars Jupiter,Mercury,Sun,Rahu,Venus,,,,,Saturn Ketu
,Jupiter,Moon Mars,Mercury,Sun Rahu,Venus,,,,,Ketu,Saturn
,Moon Mars Jupiter,,Sun Mercury,Rahu,Venus,,,,,Saturn Ketu,
Jupiter,Moon Mars,Mercury,Sun Rahu,Venus,,,,,Ketu,Saturn,
Moon Mars Jupiter,,Sun Mercury,Rahu,Venus,,,,,Saturn Ketu,,
Moon Mars Jupiter,Mercury,Sun,Venus Rahu,,,,,,Saturn Ketu,,
Moon,Sun Mercury,Rahu,Venus,,,,,Saturn Ketu,,,Mars Jupiter
Mercury,Sun,Venus Rahu,,,,,,Saturn Ketu,,,Moon Mars Jupiter
Sun Mercury,Rahu,Venus,,,,,Saturn Ketu,,,Mars Jupiter,Moon
Sun,Rahu,Venus,,,,,Saturn Ketu,,,Moon Mars Jupiter,Mercury
Rahu,Venus,,,,,Saturn Ketu,,,Mars Jupiter,Moon,Sun Mercury
Venus Rahu,,,,,,Saturn Ketu,,,Moon Mars Jupiter,Mercury,Sun
Venus,,,,,Saturn Ketu,,,Mars Jupiter,Moon,Sun Mercury,Rahu
,,,,Ketu,Saturn,,Jupiter,Moon Mars,Mercury,Sun Rahu,Venus
,,,,Saturn Ketu,,,Moon Mars Jupiter,Mercury,Sun,Venus Rahu,
,,,Saturn Ketu,,,Mars Jupiter,Moon,Sun Mercury,Rahu,Venus,
,,Ketu,Saturn,,Jupiter,Moon Mars,Mercury,Sun Rahu,Venus,,
,,Saturn Ketu,,,Mars Jupiter,Moon,Sun Mercury,Rahu,Venus,,
,Ketu,Saturn,,Jupiter,Moon Mars,Mercury,Sun Rahu,Venus,,,
,Saturn Ketu,,,Mars Jupiter,Moon,Sun Mercury,Rahu,Venus,,,
Ketu,Saturn,,Jupiter,Moon Mars,Mercury,Sun Rahu,Venus,,,,
Saturn Ketu,,,Mars Jupiter,Moon,Sun Mercury,Rahu,Venus,,,,
Saturn Ketu,,,Moon Mars Jupiter,Mercury,Sun,Venus Rahu,,,,,
,,Mars Jupiter,Moon,Sun Mercury,Rahu,Venus,,,,,Saturn Ketu
,,Mars Jupiter,Moon Mercury,Sun,Rahu,Venus,,,,,Saturn Ketu
,Jupiter,Moon Mars,Mercury,Sun Rahu,Venus,,,,,Saturn Ketu,
,Mars Jupiter,Moon,Sun Mercury,Rahu,Venus,,,,,Saturn Ketu,
Jupiter,Moon Mars,Mercury,Sun Rahu,Venus,,,,,Ketu,Saturn,
Mars Jupiter,Moon,Sun Mercury,Rahu,Venus,,,,,Saturn Ketu,,
Mars Jupiter,Moon Mercury,Sun,Venus Rahu,,,,,,Saturn Ketu,,
Moon,Sun Mercury,Rahu,Venus,,,,,Saturn Ketu,,,Mars Jupiter
Moon Mercury,Sun,Venus Rahu,,,,,,Saturn Ketu,,,Mars Jupiter
Sun Mercury,Rahu,Venus,,,,,Saturn Ketu,,,Mars Jupiter,Moon
Sun,Rahu,Venus,,,,,Saturn Ketu,,,Mars Jupiter,Moon Mercury
Rahu,Venus,,,,,Saturn Ketu,,,Mars Jupiter,Moon,Sun Mercury
Venus Rahu,,,,,,Saturn Ketu,,,Mars Jupiter,Moon Mercury,Sun
Venus,,,,,Saturn Ketu,,,Mars Jupiter,Moon,Sun Mercury,Rahu
,,,,Saturn Ketu,,,Jupiter,Moon Mars,Mercury,Sun Rahu,Venus
,,,,Saturn Ketu,,,Mars Jupiter,Moon Mercury,Sun,Venus Rahu,
,,,Saturn Ketu,,,Mars Jupiter,Moon,Sun Mercury,Rahu,Venus,
,,Ketu,Saturn,,Jupiter,Mars,Moon Mercury,Sun Rahu,Venus,,
,,Saturn Ketu,,,Mars Jupiter,Moon,Sun Mercury,Rahu,Venus,,
,Ketu,Saturn,,Jupiter,Mars,Moon Mercury,Sun Rahu,Venus,,,
,Saturn Ketu,,,Mars Jupiter,Moon,Sun Mercury,Rahu,Venus,,,
Ketu,Saturn,,Jupiter,Mars,Moon Mercury,Sun Rahu,Venus,,,,
Saturn Ketu,,,Mars Jupiter,Moon,Sun Mercury,Rahu,Venus,,,,
Saturn Ketu,,,Mars Jupiter,Moon Mercury,Sun,Venus Rahu,,,,,
,,Mars Jupiter,Moon,Sun Mercury,Rahu,Venus,,,,,Saturn Ketu
,,Mars Jupiter,Moon Mercury,Sun,Rahu,Venus,,,,,Saturn Ketu
,Jupiter,Mars,Moon Mercury,Sun Rahu,Venus,,,,,Saturn Ketu,
,Mars Jupiter,Moon,Sun Mercury,Rahu,Venus,,,,,Saturn Ketu,
Jupiter,Mars,Moon Mercury,Sun Rahu,Venus,,,,,Ketu,Saturn,
Mars Jupiter,Moon,Sun Mercury,Rahu,Venus,,,,,Saturn Ketu,,
Mars Jupiter,Moon Mercury,Sun,Venus Rahu,,,,,,Saturn Ketu,,
,Sun Moon Mercury,Rahu,Venus,,,,,Saturn Ketu,,,Mars Jupiter
Moon Mercury,Sun,Venus Rahu,,,,,,Saturn Ketu,,,Mars Jupiter
Sun Moon Mercury,Rahu,Venus,,,,,Saturn Ketu,,,Mars Jupiter,
Sun Mercury,Rahu,Venus,,,,,Saturn Ketu,,,Mars Jupiter,Moon
Rahu,Venus,,,,,Saturn Ketu,,,Mars Jupiter,,Sun Moon Mercury
Venus Rahu,,,,,,Saturn Ketu,,,Mars Jupiter,Moon Mercury,Sun
Venus,,,,,Saturn Ketu,,,Mars Jupiter,,Sun Moon Mercury,Rahu
,,,,Saturn Ketu,,,Jupiter,Mars,Moon Mercury,Sun Rahu,Venus
