House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
,,,Sun Mercury,Venus Saturn Rahu,,,,Mars,Moon,Jupiter Ketu,
,,Mercury,Sun Venus Saturn Rahu,,,,Mars,,Moon Ketu,Jupiter,
,,Sun Mercury,Venus Saturn Rahu,,,,Mars,Moon,Jupiter Ketu,,
,Mercury,Sun Venus Saturn Rahu,,,,Mars,,Moon Ketu,Jupiter,,
,Sun Mercury,Venus Saturn Rahu,,,,Mars,Moon,Jupiter Ketu,,,
Mercury,Sun Venus Saturn,Rahu,,,Mars,,Moon,Jupiter Ketu,,,
Sun Mercury,Venus Saturn Rahu,,,,Mars,,Moon Ketu,Jupiter,,,
Sun Venus,Saturn Rahu,,,,Mars,Moon,Jupiter Ketu,,,,Mercury
Venus Saturn Rahu,,,,Mars,,Moon Ketu,Jupiter,,,,Sun Mercury
Rahu,,,,Mars,Moon,Jupiter Ketu,,,,Mercury,Sun Venus Saturn
,,,Mars,Moon,Jupiter Ketu,,,,,Sun Mercury,Venus Saturn Rahu
,,Mars,,Moon Ketu,Jupiter,,,,Mercury,Sun Venus Saturn Rahu,
,Mars,,Moon,Jupiter Ketu,,,,Mercury,Sun Venus Saturn,Rahu,
,Mars,Moon,Jupiter Ketu,,,,,Sun Mercury,Venus Saturn Rahu,,
Mars,,Moon Ketu,Jupiter,,,,Mercury,Sun Venus Saturn Rahu,,,
Mars,Moon,Jupiter Ketu,,,,,Sun Mercury,Venus Saturn Rahu,,,
,Moon Ketu,Jupiter,,,,Mercury,Sun Venus Saturn Rahu,,,,Mars
Moon,Jupiter Ketu,,,,,Sun Mercury,Venus Saturn Rahu,,,,Mars
Moon Ketu,Jupiter,,,,Mercury,Sun Venus Saturn Rahu,,,,Mars,
Moon Jupiter Ketu,,,,,Sun Mercury,Venus Saturn Rahu,,,,Mars,
Jupiter,,,,Mercury,Sun Venus Saturn Rahu,,,,Mars,,Moon Ketu
,,,,Sun Mercury,Venus Saturn Rahu,,,,Mars,,Moon Jupiter Ketu
,,,Mercury,Sun Venus Saturn,Rahu,,,,Mars,Moon,Jupiter Ketu
,,,Mercury,Sun Venus Saturn Rahu,,,,Mars,,Moon Ketu,Jupiter
,,,Sun Mercury,Venus Saturn Rahu,,,,Mars,,Moon Jupiter Ketu,
,,Mercury,Sun Venus Saturn Rahu,,,,Mars,,Moon Ketu,Jupiter,
,,Sun Mercury,Venus Saturn Rahu,,,,Mars,,Moon Jupiter Ketu,,
,Mercury,Sun Venus Saturn Rahu,,,,Mars,,Moon Ketu,Jupiter,,
,Sun Mercury,Venus Saturn Rahu,,,,Mars,,Moon Jupiter Ketu,,,
Mercury,Sun Venus Saturn,Rahu,,,Mars,,Moon,Jupiter Ketu,,,
Sun Mercury,Venus Saturn Rahu,,,,Mars,,Moon Jupiter Ketu,,,,
Sun Venus Saturn,Rahu,,,,Mars,,Moon Jupiter Ketu,,,,Mercury
Venus Saturn Rahu,,,,Mars,,Moon Ketu,Jupiter,,,,Sun Mercury
Rahu,,,Mars,,,Moon Jupiter Ketu,,,,Mercury,Sun Venus Saturn
,,,Mars,,Moon Jupiter Ketu,,,,,Sun Mercury,Venus Saturn Rahu
,,Mars,,Moon Ketu,Jupiter,,,,Mercury,Sun Venus Saturn Rahu,
,Mars,,Ketu,Moon Jupiter,,,,Mercury,Sun Venus Saturn Rahu,,
,Mars,,Moon Jupiter Ketu,,,,,Sun Mercury,Venus Saturn Rahu,,
Mars,,Moon Ketu,Jupiter,,,,Mercury,Sun Venus Saturn Rahu,,,
Mars,,Moon Jupiter Ketu,,,,Mercury,Sun,Venus Saturn Rahu,,,
,Moon Ketu,Jupiter,,,,Mercury,Sun Venus Saturn Rahu,,,,Mars
,Moon Jupiter Ketu,,,,,Sun Mercury,Venus Saturn Rahu,,,,Mars
Moon Ketu,Jupiter,,,,Mercury,Sun Venus Saturn Rahu,,,,Mars,
Moon Jupiter Ketu,,,,,Sun Mercury,Venus Saturn Rahu,,,,Mars,
Moon Jupiter,,,,Mercury,Sun Venus Saturn Rahu,,,,Mars,,Ketu
,,,,Sun Mercury,Venus Saturn Rahu,,,,Mars,,Moon Jupiter Ketu
,,,Mercury,Sun Venus Saturn,Rahu,,,Mars,,,Moon Jupiter Ketu
,,,Mercury,Sun Venus Saturn Rahu,,,,Mars,,Moon Ketu,Jupiter
,,Mercury,Sun,Venus Saturn Rahu,,,,Mars,,Moon Jupiter Ketu,
,,Mercury,Sun Venus Saturn Rahu,,,,Mars,,Ketu,Moon Jupiter,
,,Sun Mercury,Venus Saturn Rahu,,,,Mars,,Moon Jupiter Ketu,,
,Mercury,Sun Venus Saturn Rahu,,,,Mars,,Ketu,Moon Jupiter,,
,Sun Mercury,Venus Saturn Rahu,,,,Mars,,Moon Jupiter Ketu,,,
Mercury,Sun Venus Saturn Rahu,,,,Mars,,Ketu,Moon Jupiter,,,
Sun Mercury,Venus Saturn Rahu,,,,Mars,,Moon Jupiter Ketu,,,,
Sun Venus Saturn,Rahu,,,,Mars,,Moon Jupiter Ketu,,,,Mercury
Venus Saturn Rahu,,,,Mars,,Jupiter Ketu,Moon,,,,Sun Mercury
,,,Mars,,Ketu,Moon Jupiter,,,,Mercury,Sun Venus Saturn Rahu
,,,Mars,,Moon Jupiter Ketu,,,,,Sun Mercury,Venus Saturn Rahu
,,Mars,,Ketu,Moon Jupiter,,,,Mercury,Sun Venus Saturn Rahu,
,Mars,,Ketu,Moon Jupiter,,,,Mercury,Sun Venus Saturn Rahu,,
,Mars,,Moon Jupiter Ketu,,,,,Sun Mercury,Venus Saturn Rahu,,
Mars,,Ketu,Moon Jupiter,,,,Mercury,Sun Venus Saturn Rahu,,,
Mars,,Moon Jupiter Ketu,,,,Mercury,Sun,Venus Saturn Rahu,,,
,Ketu,Moon Jupiter,,,,Mercury,Sun Venus Saturn Rahu,,,,Mars
,Moon Jupiter Ketu,,,,Mercury,Sun,Venus Saturn Rahu,,,,Mars
Ketu,Moon Jupiter,,,,Mercury,Sun Venus Saturn Rahu,,,,Mars,
Jupiter Ketu,Moon,,,,Sun Mercury,Venus Saturn Rahu,,,,Mars,
Moon Jupiter,,,,Mercury,Sun Venus Saturn Rahu,,,,Mars,,Ketu
Moon,,,,Sun Mercury,Venus Saturn Rahu,,,,Mars,,Jupiter Ketu
,,,Mercury,Sun Venus Saturn,Rahu,,,Mars,,,Moon Jupiter Ketu
,,,Mercury,Sun Venus Saturn Rahu,,,,Mars,,Jupiter Ketu,Moon
,,Mercury,Sun,Venus Saturn Rahu,,,,Mars,,Moon Jupiter Ketu,
,,Mercury,Sun Venus Saturn Rahu,,,,Mars,,Ketu,Moon Jupiter,
,,Sun Mercury,Venus Saturn Rahu,,,,Mars,,Jupiter Ketu,Moon,
,Mercury,Sun Venus Saturn Rahu,,,,Mars,,Ketu,Moon Jupiter,,
,Sun Mercury,Venus Saturn Rahu,,,,Mars,,Jupiter Ketu,Moon,,
Mercury,Sun Venus Saturn Rahu,,,,Mars,,Ketu,Moon Jupiter,,,
Sun Mercury,Venus Saturn Rahu,,,,Mars,,Jupiter Ketu,Moon,,,
Sun Saturn,Venus Rahu,,,Mars,,,Moon Jupiter Ketu,,,,Mercury
Venus Saturn Rahu,,,,Mars,,Jupiter Ketu,Moon,,,,Sun Mercury
,,,Mars,,Ketu,Moon Jupiter,,,,Mercury,Sun Venus Saturn Rahu
,,,Mars,,Jupiter Ketu,Moon,,,,Sun Mercury,Venus Saturn Rahu
,,Mars,,Ketu,Moon Jupiter,,,,Mercury,Sun Venus Saturn Rahu,
