House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
Moon,Rahu,,Sun Mercury Jupiter Saturn,Mars,Venus,,Ketu,,,,
,Rahu,,Sun Mercury Mars Jupiter Saturn,Venus,,,Ketu,,,,Moon
Rahu,,Sun Mercury Saturn,Mars Jupiter,Venus,,Ketu,,,,,Moon
Rahu,,Sun Mercury Mars Jupiter Saturn,Venus,,,Ketu,,,,Moon,
,Sun Mercury,Mars Jupiter Saturn,Venus,,Ketu,,,,,Moon,Rahu
,Sun Mercury Jupiter Saturn,Venus Mars,,,Ketu,,,,,Moon,Rahu
Sun Mercury,Mars Jupiter Saturn,Venus,,Ketu,,,,,Moon,Rahu,
Sun Mercury Jupiter Saturn,Venus Mars,,,Ketu,,,,,Moon,Rahu,
Mars Jupiter Saturn,Venus,,,Ketu,,,,Moon,,Rahu,Sun Mercury
Venus Mars,,,Ketu,,,,,Moon,Rahu,,Sun Mercury Jupiter Saturn
Venus,,Ketu,,,,,Moon,Rahu,,Sun Mercury,Mars Jupiter Saturn
,,Ketu,,,,Moon,,Rahu,,Sun Mercury Mars Jupiter Saturn,Venus
,Ketu,,,,,Moon,Rahu,,Sun Mercury Jupiter Saturn,Venus Mars,
Ketu,,,,,Moon,Rahu,,Sun Mercury Saturn,Mars Jupiter,Venus,
Ketu,,,,Moon,,Rahu,,Sun Mercury Mars Jupiter Saturn,Venus,,
,,,,Moon,Rahu,,Sun Mercury Jupiter Saturn,Mars,Venus,,Ketu
,,,Moon,,Rahu,,Sun Mercury Mars Jupiter Saturn,Venus,,,Ketu
,,,Moon,Rahu,,Sun Mercury Jupiter Saturn,Mars,Venus,,Ketu,
,,,Moon,Rahu,,Sun Mercury Mars Jupiter Saturn,Venus,,,Ketu,
,,Moon,Rahu,,Sun Mercury Saturn,Mars Jupiter,Venus,,Ketu,,
,,Moon,Rahu,,Sun Mercury Mars Jupiter Saturn,Venus,,,Ketu,,
,Moon,Rahu,,Sun Mercury,Mars Jupiter Saturn,Venus,,Ketu,,,
,Moon,Rahu,,Sun Mercury Jupiter Saturn,Venus Mars,,,Ketu,,,
,Moon,Rahu,Mercury,Sun Mars Jupiter Saturn,Venus,,,Ketu,,,
Moon,Rahu,,Sun Mercury Jupiter Saturn,Mars,Venus,,Ketu,,,,
Moon,Rahu,,Sun Mercury Mars Jupiter Saturn,Venus,,,Ketu,,,,
Rahu,,Sun Mercury Saturn,Mars Jupiter,Venus,,Ketu,,,,,Moon
Rahu,,Sun Mercury Mars Jupiter Saturn,Venus,,,Ketu,,,,,Moon
,Sun Mercury,Mars Jupiter Saturn,Venus,,Ketu,,,,,Moon,Rahu
,Sun Mercury Jupiter Saturn,Venus Mars,,,Ketu,,,,,Moon,Rahu
Sun Mercury,Mars Jupiter Saturn,Venus,,Ketu,,,,,,Moon Rahu,
Sun Mercury Jupiter Saturn,Venus Mars,,,Ketu,,,,,Moon,Rahu,
Mars Jupiter Saturn,Venus,,Ketu,,,,,,Moon Rahu,,Sun Mercury
Venus Mars,,,Ketu,,,,,Moon,Rahu,,Sun Mercury Jupiter Saturn
Venus,,Ketu,,,,,Moon,Rahu,,Sun Mercury,Mars Jupiter Saturn
,,Ketu,,,,,Moon,Rahu,,Sun Mercury Mars Jupiter Saturn,Venus
,Ketu,,,,,Moon,Rahu,,Sun Mercury Jupiter Saturn,Venus Mars,
Ketu,,,,,Moon,Rahu,,Sun Mercury Saturn,Mars Jupiter,Venus,
Ketu,,,,,Moon,Rahu,,Sun Mercury Mars Jupiter Saturn,Venus,,
