House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
Mars,,Moon Mercury Venus Ketu,Sun,,Saturn,,Jupiter,Rahu,,,
,,Moon Mercury Venus Ketu,Sun,Saturn,,,Jupiter,Rahu,,,Mars
,Moon Mercury Venus,Sun Ketu,,Saturn,,Jupiter,,Rahu,,,Mars
,Moon Mercury Venus Ketu,Sun,Saturn,,,Jupiter,Rahu,,,Mars,
,Sun Moon Mercury Venus Ketu,,Saturn,,,Jupiter,Rahu,,,Mars,
Moon Mercury Venus Ketu,Sun,,Saturn,,Jupiter,Rahu,,,Mars,,
Sun Moon Mercury Venus Ketu,,Saturn,,,Jupiter,Rahu,,,Mars,,
Sun,,Saturn,,Jupiter,Rahu,,,Mars,,,Moon Mercury Venus Ketu
,Saturn,,,Jupiter,Rahu,,,Mars,,,Sun Moon Mercury Venus Ketu
,Saturn,,Jupiter,Rahu,,,Mars,,,Moon Mercury Venus Ketu,Sun
Saturn,,Jupiter,,Rahu,,,Mars,,Venus,Sun Moon Mercury Ketu,
,,Jupiter,Rahu,,,Mars,,,Moon Mercury Venus Ketu,Sun,Saturn
,Jupiter,Rahu,,,Mars,,,Moon Mercury Venus Ketu,Sun,,Saturn
Jupiter,,Rahu,,,Mars,,Venus,Sun Moon Mercury Ketu,,Saturn,
Jupiter,Rahu,,,Mars,,,Moon Mercury Venus Ketu,Sun,Saturn,,
Rahu,,,,Mars,,Mercury Venus Ketu,Sun Moon,,Saturn,,Jupiter
Rahu,,,Mars,,,Moon Mercury Venus Ketu,Sun,Saturn,,,Jupiter
,,,Mars,,Mercury Venus Ketu,Sun Moon,,Saturn,,Jupiter,Rahu
,,Mars,,,Moon Mercury Venus Ketu,Sun,Saturn,,,Jupiter,Rahu
,,Mars,,Venus,Sun Moon Mercury Ketu,,Saturn,,Jupiter,,Rahu
,Mars,,,Moon Mercury Venus Ketu,Sun,,Saturn,,Jupiter,Rahu,
,Mars,,,Sun Moon Mercury Venus Ketu,,Saturn,,,Jupiter,Rahu,
Mars,,,Mercury Venus Ketu,Sun Moon,,Saturn,,Jupiter,Rahu,,
Mars,,,Moon Mercury Venus Ketu,Sun,Saturn,,,Jupiter,Rahu,,
,,Mercury Venus Ketu,Sun Moon,,Saturn,,Jupiter,Rahu,,,Mars
,,Moon Mercury Venus Ketu,Sun,Saturn,,,Jupiter,Rahu,,,Mars
,Mercury Venus,Sun Moon Ketu,,Saturn,,Jupiter,,Rahu,,,Mars
,Moon Mercury Venus Ketu,Sun,Saturn,,,Jupiter,Rahu,,,Mars,
,Sun Moon Mercury Venus Ketu,,Saturn,,Jupiter,,Rahu,,,Mars,
Mercury Venus Ketu,Sun Moon,,Saturn,,Jupiter,Rahu,,,Mars,,
Sun Moon Mercury Venus Ketu,,Saturn,,,Jupiter,Rahu,,,Mars,,
Sun Moon,,Saturn,,Jupiter,Rahu,,,Mars,,,Mercury Venus Ketu
,Saturn,,,Jupiter,Rahu,,,Mars,,,Sun Moon Mercury Venus Ketu
,Saturn,,Jupiter,Rahu,,,Mars,,,Mercury Venus Ketu,Sun Moon
Saturn,,Jupiter,,Rahu,,,Mars,,Venus,Sun Moon Mercury Ketu,
,,Jupiter,Rahu,,,Mars,,,Moon Mercury Venus Ketu,Sun,Saturn
,Jupiter,Rahu,,,Mars,,,Mercury Venus Ketu,Sun Moon,,Saturn
Jupiter,,Rahu,,,Mars,,Mercury Venus,Sun Moon Ketu,,Saturn,
Jupiter,Rahu,,,Mars,,,Moon Mercury Venus Ketu,Sun,Saturn,,
Rahu,,,Mars,,,Mercury Venus Ketu,Sun Moon,,Saturn,,Jupiter
Rahu,,,Mars,,,Moon Mercury Venus Ketu,Sun,Saturn,,,Jupiter
,,,Mars,,Mercury Venus Ketu,Sun Moon,,Saturn,,Jupiter,Rahu
,,Mars,,,Mercury Venus Ketu,Sun Moon,Saturn,,,Jupiter,Rahu
,,Mars,,Venus,Sun Moon Mercury Ketu,,Saturn,,Jupiter,,Rahu
,Mars,,,Mercury Venus Ketu,Sun Moon,Saturn,,,Jupiter,Rahu,
,Mars,,,Sun Moon Mercury Venus Ketu,,Saturn,,,Jupiter,Rahu,
Mars,,,Mercury Venus Ketu,Sun Moon,,Saturn,,Jupiter,Rahu,,
Mars,,,Moon Mercury Venus Ketu,Sun,Saturn,,,Jupiter,Rahu,,
,,Mercury Venus Ketu,Sun Moon,,Saturn,,Jupiter,Rahu,,,Mars
,,Mercury Venus Ketu,Sun Moon,Saturn,,,Jupiter,Rahu,,,Mars
,Mercury Venus,Sun Moon Ketu,,Saturn,,Jupiter,,Rahu,,,Mars
,Mercury Venus Ketu,Sun Moon,Saturn,,,Jupiter,Rahu,,,Mars,
,Sun Moon Mercury Venus Ketu,,Saturn,,Jupiter,,Rahu,,,Mars,
Mercury Venus Ketu,Sun Moon,,Saturn,,Jupiter,Rahu,,,Mars,,
Sun Mercury Venus Ketu,Moon,Saturn,,,Jupiter,Rahu,,,Mars,,
Sun Moon,,Saturn,,Jupiter,Rahu,,,Mars,,,Mercury Venus Ketu
Moon,Saturn,,,Jupiter,Rahu,,,Mars,,,Sun Mercury Venus Ketu
,Saturn,,Jupiter,Rahu,,,Mars,,,Mercury Venus Ketu,Sun Moon
Saturn,,Jupiter,,Rahu,,,Mars,,Venus,Sun Moon Mercury Ketu,
,,Jupiter,Rahu,,,Mars,,,Mercury Venus Ketu,Sun Moon,Saturn
,Jupiter,Rahu,,,Mars,,,Mercury Venus Ketu,Sun Moon,,Saturn
Jupiter,,Rahu,,,Mars,,Mercury Venus,Sun Moon Ketu,,Saturn,
Jupiter,Rahu,,,Mars,,,Mercury Venus Ketu,Sun Moon,Saturn,,
Rahu,,,Mars,,,Mercury Venus Ketu,Sun Moon,,Saturn,,Jupiter
Rahu,,,Mars,,,Mercury Venus Ketu,Sun Moon,Saturn,,,Jupiter
,,,Mars,,Mercury Venus Ketu,Sun Moon,,Saturn,,Jupiter,Rahu
,,Mars,,,Mercury Venus Ketu,Sun Moon,Saturn,,,Jupiter,Rahu
,,Mars,,Venus,Sun Mercury Ketu,Moon,Saturn,,Jupiter,,Rahu
,Mars,,,Mercury Venus Ketu,Sun Moon,Saturn,,,Jupiter,Rahu,
,Mars,,,Sun Mercury Venus Ketu,Moon,Saturn,,,Jupiter,Rahu,
Mars,,,Mercury Venus Ketu,Sun Moon,,Saturn,,Jupiter,Rahu,,
Mars,,,Mercury Venus Ketu,Sun Moon,Saturn,,,Jupiter,Rahu,,
,,Mercury Venus Ketu,Sun Moon,,Saturn,,Jupiter,Rahu,,,Mars
,,Mercury Venus Ketu,Sun Moon,Saturn,,,Jupiter,Rahu,,,Mars
,Mercury Venus Ketu,Sun,Moon,Saturn,,Jupiter,Rahu,,,,Mars
,Mercury Venus Ketu,Sun Moon,Saturn,,,Jupiter,Rahu,,,Mars,
,Sun Mercury Venus Ketu,Moon,Saturn,,Jupiter,,Rahu,,,Mars,
Mercury Venus Ketu,Sun Moon,,Saturn,,Jupiter,Rahu,,,Mars,,
Sun Mercury Venus Ketu,Moon,Saturn,,,Jupiter,Rahu,,,Mars,,
Sun Moon,,Saturn,,Jupiter,Rahu,,,Mars,,,Mercury Venus Ketu
Moon,Saturn,,,Jupiter,Rahu,,,Mars,,,Sun Mercury Venus Ketu
,Saturn,,Jupiter,Rahu,,,Mars,,,Mercury Venus Ketu,Sun Moon
Saturn,,Jupiter,,Rahu,,,Mars,,Venus,Sun Mercury Ketu,Moon
,,Jupiter,Rahu,,,Mars,,,Mercury Venus Ketu,Sun Moon,Saturn
,Jupiter,Rahu,,,Mars,,,Mercury Venus Ketu,Sun Moon,Saturn,
Jupiter,Rahu,,,,Mars,,Mercury Venus Ketu,Sun,Moon,Saturn,
Jupiter,Rahu,,,Mars,,,Mercury Venus Ketu,Sun Moon,Saturn,,
Rahu,,,Mars,,,Mercury Venus Ketu,Sun,Moon,Saturn,,Jupiter
Rahu,,,Mars,,,Mercury Venus Ketu,Sun Moon,Saturn,,,Jupiter
,,Mars,,,Mercury Venus Ketu,Sun,Moon,Saturn,,Jupiter,Rahu
,,Mars,,,Mercury Venus Ketu,Sun Moon,Saturn,,,Jupiter,Rahu
,,Mars,,Venus,Sun Mercury Ketu,Moon,Saturn,,Jupiter,,Rahu
,Mars,,,Mercury Venus Ketu,Sun Moon,Saturn,,,Jupiter,Rahu,
,Mars,,,Sun Mercury Venus Ketu,Moon,Saturn,,Jupiter,,Rahu,
Mars,,,Mercury Venus Ketu,Sun,Moon,Saturn,,Jupiter,Rahu,,
Mars,,,Mercury Venus Ketu,Sun Moon,Saturn,,,Jupiter,Rahu,,
,,Mercury Venus Ketu,Sun,Moon,Saturn,,Jupiter,Rahu,,,Mars
,,Mercury Venus Ketu,Sun Moon,Saturn,,,Jupiter,Rahu,,,Mars
,Mercury Venus Ketu,Sun,Moon,Saturn,,Jupiter,Rahu,,,,Mars
,Mercury Venus Ketu,Sun,Moon Saturn,,,Jupiter,Rahu,,,Mars,
,Sun Mercury Venus Ketu,Moon,Saturn,,Jupiter,,Rahu,,,Mars,
Mercury Venus Ketu,Sun,Moon Saturn,,,Jupiter,Rahu,,,Mars,,
Sun Mercury Venus Ketu,Moon,Saturn,,,Jupiter,Rahu,,,Mars,,
Sun,Moon,Saturn,,Jupiter,Rahu,,,Mars,,,Mercury Venus Ketu
Moon,Saturn,,,Jupiter,Rahu,,,Mars,,,Sun Mercury Venus Ketu
Moon Saturn,,,Jupiter,Rahu,,,Mars,,,Mercury Venus Ketu,Sun
Saturn,,Jupiter,Rahu,,,,Mars,,Mercury Venus Ketu,Sun,Moon
,,Jupiter,Rahu,,,Mars,,,Mercury Venus Ketu,Sun Moon,Saturn
,Jupiter,Rahu,,,Mars,,,Mercury Venus Ketu,Sun,Moon Saturn,
Jupiter,Rahu,,,,Mars,,Mercury Venus Ketu,Sun,Moon,Saturn,
Jupiter,Rahu,,,Mars,,,Mercury Venus Ketu,Sun Moon,Saturn,,
Rahu,,,Mars,,,Mercury Venus Ketu,Sun,Moon,Saturn,,Jupiter
Rahu,,,Mars,,,Mercury Venus Ketu,Sun,Moon Saturn,,,Jupiter
