House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
,Rahu,Mercury Venus,Sun Jupiter,,Mars,,Ketu,Saturn,,Moon,
,Venus Rahu,Mercury,Sun Jupiter,Mars,,,Ketu,Saturn,,Moon,
Rahu,Venus,Sun Mercury Jupiter,,Mars,,Ketu,Saturn,,Moon,,
Rahu,Mercury Venus,Sun Jupiter,Mars,,,Ketu,Saturn,,Moon,,
Venus Rahu,Sun Mercury Jupiter,,Mars,,,Ketu,Saturn,Moon,,,
Mercury Venus,Sun Jupiter,,Mars,,Ketu,Saturn,,Moon,,,Rahu
Sun Mercury Jupiter,,Mars,,,Ketu,Saturn,,Moon,,,Venus Rahu
Sun Jupiter,,Mars,,Ketu,Saturn,,Moon,,,Rahu,Mercury Venus
,Mars,,,Ketu,Saturn,,Moon,,,Venus Rahu,Sun Mercury Jupiter
,Mars,,Ketu,Saturn,,Moon,,,Rahu,Mercury Venus,Sun Jupiter
Mars,,Ketu,,Saturn,,Moon,,Rahu,Venus,Sun Mercury Jupiter,
,,Ketu,Saturn,,Moon,,,Venus Rahu,Mercury,Sun Jupiter,Mars
,Ketu,Saturn,,Moon,,,Rahu,Mercury Venus,Sun Jupiter,,Mars
Ketu,Saturn,,,Moon,,Rahu,Venus,Sun Mercury Jupiter,,Mars,
Ketu,Saturn,,Moon,,,Venus Rahu,Mercury,Sun Jupiter,Mars,,
Saturn,,Moon,,,Rahu,Mercury Venus,Sun Jupiter,,Mars,,Ketu
Saturn,,Moon,,,Venus Rahu,Mercury,Sun Jupiter,Mars,,,Ketu
,Moon,,,Rahu,Venus,Sun Mercury Jupiter,,Mars,,Ketu,Saturn
,Moon,,,Venus Rahu,Mercury,Sun Jupiter,Mars,,,Ketu,Saturn
,Moon,,Rahu,Venus,Sun Mercury Jupiter,,Mars,,Ketu,Saturn,
Moon,,,Rahu,Mercury Venus,Sun Jupiter,,Mars,,Ketu,Saturn,
Moon,,,Venus Rahu,Sun Mercury Jupiter,,Mars,,,Ketu,Saturn,
,,Rahu,Mercury Venus,Sun Jupiter,,Mars,,Ketu,Saturn,,Moon
,,Venus Rahu,Mercury Jupiter,Sun,Mars,,,Ketu,Saturn,,Moon
,Rahu,Mercury Venus,Sun Jupiter,,Mars,,Ketu,Saturn,,,Moon
,Venus Rahu,Mercury,Sun Jupiter,Mars,,,Ketu,Saturn,,Moon,
Rahu,Venus,Sun Mercury Jupiter,,Mars,,Ketu,Saturn,,,Moon,
Rahu,Mercury Venus,Sun Jupiter,Mars,,,Ketu,Saturn,,Moon,,
Venus Rahu,Sun Mercury Jupiter,,Mars,,,Ketu,Saturn,,Moon,,
Mercury Venus,Sun Jupiter,,Mars,,Ketu,Saturn,,Moon,,,Rahu
Sun Mercury Jupiter,,Mars,,,Ketu,Saturn,,Moon,,,Venus Rahu
Sun Jupiter,,Mars,,Ketu,Saturn,,,Moon,,Rahu,Mercury Venus
,Mars,,,Ketu,Saturn,,Moon,,,Venus Rahu,Sun Mercury Jupiter
,Mars,,Ketu,Saturn,,,Moon,,Rahu,Mercury Venus,Sun Jupiter
Mars,,Ketu,Saturn,,,Moon,,Rahu,Venus,Sun Mercury Jupiter,
,,Ketu,Saturn,,Moon,,,Venus Rahu,Mercury,Sun Jupiter,Mars
,Ketu,Saturn,,,Moon,,Rahu,Mercury Venus,Sun Jupiter,,Mars
Ketu,Saturn,,,Moon,,Rahu,Venus,Sun Mercury Jupiter,,Mars,
Ketu,Saturn,,Moon,,,Venus Rahu,Mercury,Sun Jupiter,Mars,,
Saturn,,,Moon,,Rahu,Mercury Venus,Sun Jupiter,,Mars,,Ketu
Saturn,,Moon,,,Venus Rahu,Mercury,Sun Jupiter,Mars,,,Ketu
,,Moon,,Rahu,Venus,Sun Mercury Jupiter,,Mars,,Ketu,Saturn
,Moon,,,Venus Rahu,Mercury,Sun Jupiter,Mars,,,Ketu,Saturn
,Moon,,Rahu,Venus,Sun Mercury Jupiter,,Mars,,Ketu,Saturn,
,Moon,,Rahu,Mercury Venus,Sun Jupiter,,Mars,,Ketu,Saturn,
Moon,,,Venus Rahu,Sun Mercury Jupiter,,Mars,,,Ketu,Saturn,
Moon,,Rahu,Mercury Venus,Sun Jupiter,,Mars,,Ketu,Saturn,,
,,Venus Rahu,Mercury Jupiter,Sun,Mars,,,Ketu,Saturn,,Moon
,Rahu,Mercury Venus,Sun Jupiter,,Mars,,Ketu,Saturn,,,Moon
,Venus Rahu,Mercury,Sun Jupiter,Mars,,,Ketu,Saturn,,Moon,
Rahu,Venus,Sun Mercury Jupiter,,Mars,,Ketu,Saturn,,,Moon,
Rahu,Mercury Venus,Sun Jupiter,Mars,,,Ketu,Saturn,,,Moon,
Venus,Sun Mercury Jupiter,,Mars,,Ketu,,Saturn,,Moon,,Rahu
Mercury Venus,Sun Jupiter,,Mars,,Ketu,Saturn,,,Moon,,Rahu
Sun Mercury Jupiter,,Mars,,,Ketu,Saturn,,Moon,,,Venus Rahu
Sun Jupiter,,Mars,,Ketu,Saturn,,,Moon,,Rahu,Mercury Venus
,Mars,,,Ketu,Saturn,,Moon,,,Venus Rahu,Sun Mercury Jupiter
,Mars,,Ketu,Saturn,,,Moon,,Rahu,Mercury Venus,Sun Jupiter
Mars,,Ketu,Saturn,,,Moon,,Rahu,Venus,Sun Mercury Jupiter,
,,Ketu,Saturn,,,Moon,,Venus Rahu,Mercury,Sun Jupiter,Mars
,Ketu,Saturn,,,Moon,,Rahu,Mercury Venus,Sun Jupiter,,Mars
Ketu,Saturn,,,Moon,,Rahu,Venus,Sun Mercury Jupiter,,Mars,
Ketu,Saturn,,,Moon,,Venus Rahu,Mercury,Sun Jupiter,Mars,,
