House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
Mars,Ketu,,Sun Mercury Venus,,,Saturn,Rahu,,,Jupiter,Moon
Mars,Ketu,Mercury,Sun Venus,,Saturn,,Rahu,,Jupiter,Moon,
Ketu,,Sun Mercury,Venus,,Saturn,Rahu,,,Jupiter,Moon,Mars
Ketu,Mercury,Sun Venus,,Saturn,,Rahu,,Jupiter,,Moon,Mars
,Sun Mercury,Venus,,Saturn,Rahu,,,Jupiter,Moon,Mars,Ketu
,Sun Mercury Venus,,Saturn,,Rahu,,,Jupiter,Moon,Mars,Ketu
Sun Mercury,Venus,,Saturn,,Rahu,,Jupiter,Moon,,Mars,Ketu
Sun Mercury Venus,,Saturn,,Rahu,,,Jupiter,Moon,Mars,Ketu,
Venus,,Saturn,,Rahu,,Jupiter,Moon,,Mars,Ketu,Sun Mercury
,Saturn,,Rahu,,,Jupiter,Moon,Mars,Ketu,,Sun Mercury Venus
,Saturn,Rahu,,,Jupiter,Moon,Mars,Ketu,,Sun Mercury,Venus
Saturn,,Rahu,,Jupiter,,Moon,Mars,Ketu,Mercury,Sun Venus,
,Rahu,,,Jupiter,Moon,Mars,Ketu,,Sun Mercury Venus,,Saturn
Rahu,,,Jupiter,Moon,Mars,Ketu,,Sun Mercury,Venus,,Saturn
Rahu,,Jupiter,,Moon,Mars,Ketu,Mercury,Sun Venus,,Saturn,
,,Jupiter,Moon,Mars,Ketu,,Sun Mercury Venus,,,Saturn,Rahu
,Jupiter,,Moon,Mars,Ketu,Mercury,Sun Venus,,Saturn,,Rahu
,Jupiter,Moon,Mars,Ketu,,Sun Mercury,Venus,,Saturn,Rahu,
Jupiter,,Moon,Mars,Ketu,Mercury,Sun Venus,,Saturn,,Rahu,
Jupiter,Moon,Mars,Ketu,,Sun Mercury,Venus,,Saturn,Rahu,,
Jupiter,Moon,Mars,Ketu,,Sun Mercury Venus,,Saturn,,Rahu,,
