House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
,,,Sun Mercury Venus Rahu,,Moon,Saturn,Mars,,Jupiter Ketu,,
,,Mercury Venus,Sun Rahu,,Moon Saturn,,Mars,,Jupiter Ketu,,
,,Sun Mercury Venus Rahu,,Moon,Saturn,Mars,,Jupiter Ketu,,,
,Mercury Venus,Sun Rahu,,Moon Saturn,,Mars,,Jupiter Ketu,,,
,Sun Mercury Venus Rahu,,Moon,Saturn,Mars,,Jupiter Ketu,,,,
Mercury Venus,Sun Rahu,,Moon Saturn,,Mars,,Jupiter Ketu,,,,
Sun Mercury Venus Rahu,,,Moon Saturn,,Mars,Jupiter Ketu,,,,,
Sun Mercury Rahu,,Moon,Saturn,Mars,,Jupiter Ketu,,,,,Venus
,,Moon Saturn,,Mars,Jupiter Ketu,,,,,,Sun Mercury Venus Rahu
,Moon Saturn,,Mars,,Jupiter Ketu,,,,,Mercury Venus,Sun Rahu
Moon,Saturn,Mars,,Jupiter Ketu,,,,,,Sun Mercury Venus Rahu,
Moon Saturn,,Mars,,Jupiter Ketu,,,,,Mercury Venus,Sun Rahu,
,Mars,,Jupiter Ketu,,,,,Mercury Venus,Sun Rahu,,Moon Saturn
Mars,,Jupiter Ketu,,,,,,Sun Mercury Venus Rahu,,Moon,Saturn
Mars,,Jupiter Ketu,,,,,Mercury Venus,Sun Rahu,,Moon Saturn,
,Jupiter Ketu,,,,,,Sun Mercury Venus Rahu,,Moon,Saturn,Mars
,Jupiter Ketu,,,,,Mercury Venus,Sun Rahu,,Moon Saturn,,Mars
Jupiter Ketu,,,,,,Sun Mercury Venus Rahu,,Moon,Saturn,Mars,
Jupiter Ketu,,,,,Mercury Venus,Sun Rahu,,Moon Saturn,,Mars,
,,,,,Sun Mercury Venus Rahu,,,Moon Saturn,Mars,,Jupiter Ketu
,,,,Mercury Venus,Sun Rahu,,Moon Saturn,,Mars,,Jupiter Ketu
,,,,Sun Mercury Venus Rahu,,,Moon Saturn,Mars,,Jupiter Ketu,
,,,Venus,Sun Mercury Rahu,,Moon,Saturn,Mars,,Jupiter Ketu,
,,,Mercury Venus Rahu,Sun,,Moon Saturn,,Mars,Jupiter Ketu,,
,,,Sun Mercury Venus Rahu,,,Moon Saturn,Mars,,Jupiter Ketu,,
,,Mercury Venus,Sun Rahu,,Moon Saturn,,Mars,,Jupiter Ketu,,
,,Sun Mercury Venus Rahu,,,Moon Saturn,Mars,,Jupiter Ketu,,,
,Mercury Venus,Sun Rahu,,Moon Saturn,,Mars,,Jupiter Ketu,,,
,Sun Mercury Venus Rahu,,,Moon Saturn,Mars,,Jupiter Ketu,,,,
Mercury Venus,Sun Rahu,,Moon Saturn,,Mars,,Jupiter Ketu,,,,
Sun Mercury Venus Rahu,,,Moon Saturn,,Mars,Jupiter Ketu,,,,,
Sun Mercury Rahu,,,Moon Saturn,Mars,,Jupiter Ketu,,,,,Venus
,,Moon Saturn,,Mars,Jupiter Ketu,,,,,,Sun Mercury Venus Rahu
,Saturn,Moon,Mars,,Jupiter Ketu,,,,,Mercury Venus,Sun Rahu
,Moon Saturn,Mars,,Jupiter Ketu,,,,,,Sun Mercury Venus Rahu,
Moon Saturn,,Mars,,Jupiter Ketu,,,,,Mercury Venus,Sun Rahu,
Moon,Mars,,Jupiter Ketu,,,,,Mercury Venus,Sun Rahu,,Saturn
Mars,,Jupiter Ketu,,,,,,Sun Mercury Venus Rahu,,,Moon Saturn
Mars,,Jupiter Ketu,,,,,Mercury Venus,Sun Rahu,,Moon Saturn,
,Jupiter Ketu,,,,,,Sun Mercury Venus Rahu,,,Moon Saturn,Mars
Jupiter,Ketu,,,,,Mercury Venus,Sun Rahu,,Moon Saturn,,Mars
Jupiter Ketu,,,,,,Sun Mercury Venus Rahu,,,Moon Saturn,Mars,
Jupiter Ketu,,,,,Mercury Venus,Sun Rahu,,Moon Saturn,,Mars,
,,,,,Sun Mercury Venus Rahu,,,Moon Saturn,Mars,,Jupiter Ketu
,,,,Mercury Venus,Sun Rahu,,Saturn,Moon,Mars,,Jupiter Ketu
,,,,Sun Mercury Venus Rahu,,,Moon Saturn,Mars,,Jupiter Ketu,
,,,Venus,Sun Mercury Rahu,,Saturn,Moon,Mars,,Jupiter Ketu,
,,,Mercury Venus Rahu,Sun,,Moon Saturn,,Mars,Jupiter Ketu,,
,,,Sun Mercury Venus Rahu,,,Moon Saturn,Mars,,Jupiter Ketu,,
,,Mercury Venus,Sun Rahu,,Saturn,Moon,Mars,,Jupiter Ketu,,
,,Sun Mercury Venus Rahu,,,Moon Saturn,Mars,,Jupiter Ketu,,,
,Mercury Venus,Sun Rahu,,Saturn,Moon,Mars,,Jupiter Ketu,,,
,Sun Mercury Venus Rahu,,,Moon Saturn,Mars,,Jupiter Ketu,,,,
Mercury Venus,Sun Rahu,,Saturn,Moon,Mars,,Jupiter Ketu,,,,
Sun Mercury Venus Rahu,,,Moon Saturn,,Mars,Jupiter Ketu,,,,,
Sun Mercury Rahu,,Saturn,Moon,Mars,,Jupiter Ketu,,,,,Venus
,,Moon Saturn,,Mars,Jupiter Ketu,,,,,,Sun Mercury Venus Rahu
,Saturn,Moon,Mars,,Jupiter Ketu,,,,,Mercury Venus,Sun Rahu
,Moon Saturn,Mars,,Jupiter Ketu,,,,,,Sun Mercury Venus Rahu,
Saturn,Moon,Mars,Jupiter Ketu,,,,,,Mercury Venus Rahu,Sun,
Moon,Mars,,Jupiter Ketu,,,,,Mercury Venus,Sun Rahu,,Saturn
Mars,,Jupiter Ketu,,,,,,Sun Mercury Venus Rahu,,,Moon Saturn
Mars,Jupiter,Ketu,,,,,Mercury Venus,Sun Rahu,,Saturn,Moon
,Jupiter Ketu,,,,,,Sun Mercury Venus Rahu,,,Moon Saturn,Mars
Jupiter Ketu,,,,,,Mercury Venus Rahu,Sun,,Saturn,Moon,Mars
Jupiter Ketu,,,,,,Sun Mercury Venus Rahu,,,Moon Saturn,Mars,
Jupiter Ketu,,,,,Mercury Venus,Sun Rahu,,Saturn,Moon,Mars,
,,,,,Sun Mercury Venus Rahu,,,Moon Saturn,Mars,,Jupiter Ketu
,,,,Mercury Venus,Sun Rahu,,Saturn,Moon,Mars,,Jupiter Ketu
,,,,Sun Mercury Venus Rahu,,,Saturn,Moon Mars,,Jupiter Ketu,
,,,Venus,Sun Mercury Rahu,,Saturn,Moon,Mars,,Jupiter Ketu,
,,,Mercury Venus Rahu,Sun,,Saturn,Moon,Mars,Jupiter Ketu,,
,,,Sun Mercury Venus Rahu,,,Moon Saturn,Mars,,Jupiter Ketu,,
,,Mercury Venus,Sun Rahu,,Saturn,Moon,Mars,,Jupiter Ketu,,
,,Sun Mercury Venus Rahu,,,Saturn,Moon Mars,,Jupiter Ketu,,,
,Mercury Venus,Sun Rahu,,Saturn,Moon,Mars,,Jupiter Ketu,,,
,Sun Mercury Venus Rahu,,,Saturn,Moon Mars,,Jupiter Ketu,,,,
Venus,Sun Mercury Rahu,,Saturn,Moon,Mars,,Jupiter Ketu,,,,
Sun Mercury Venus Rahu,,,Saturn,Moon Mars,,Jupiter Ketu,,,,,
Sun Mercury Venus Rahu,,Saturn,Moon,Mars,,Jupiter Ketu,,,,,
,,Saturn,Moon Mars,,Jupiter Ketu,,,,,,Sun Mercury Venus Rahu
,Saturn,Moon,Mars,,Jupiter Ketu,,,,,Mercury Venus,Sun Rahu
,Saturn,Moon Mars,,Jupiter Ketu,,,,,,Sun Mercury Venus Rahu,
Saturn,Moon,Mars,Jupiter Ketu,,,,,,Mercury Venus Rahu,Sun,
Moon,Mars,,Jupiter Ketu,,,,,Mercury Venus,Sun Rahu,,Saturn
Moon Mars,,Jupiter Ketu,,,,,,Sun Mercury Venus Rahu,,,Saturn
Mars,Jupiter Ketu,,,,,,Mercury Venus Rahu,Sun,,Saturn,Moon
