House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
Rahu,,,Sun Jupiter,Mercury Venus Mars,Saturn,Ketu,Moon,,,,
Rahu,,Jupiter,Sun Mercury Mars,Venus,Saturn,Ketu,Moon,,,,
Rahu,,Sun Jupiter,Mercury Venus Mars,,Saturn,Moon Ketu,,,,,
,Jupiter,Sun Mercury Mars,Venus,Saturn,Ketu,Moon,,,,,Rahu
,Sun Jupiter,Mercury Venus Mars,,Saturn,Ketu,Moon,,,,,Rahu
,Sun Mars Jupiter,Mercury Venus,Saturn,Ketu,Moon,,,,,Rahu,
Sun Jupiter,Mercury Mars,Venus,Saturn,Ketu,Moon,,,,,Rahu,
Sun Mars Jupiter,Mercury Venus,Saturn,Ketu,Moon,,,,,Rahu,,
Mercury Mars,Venus,Saturn,Ketu,Moon,,,,,Rahu,,Sun Jupiter
Mercury Venus,Saturn,Ketu,Moon,,,,,Rahu,,,Sun Mars Jupiter
,Saturn,Ketu,Moon,,,,,Rahu,,Sun Jupiter,Mercury Venus Mars
Saturn,Ketu,Moon,,,,,Rahu,,Jupiter,Sun Mercury Mars,Venus
Ketu,Moon,,,,,Rahu,,,Sun Mars Jupiter,Mercury Venus,Saturn
Ketu,Moon,,,,,Rahu,,Sun Jupiter,Mercury Venus Mars,,Saturn
Moon,,,,,Rahu,,Jupiter,Sun Mercury Mars,Venus,Saturn,Ketu
,,,,Rahu,,,Sun Jupiter,Mercury Venus Mars,Saturn,Ketu,Moon
,,,,Rahu,,Jupiter,Sun Mercury Mars,Venus,Saturn,Ketu,Moon
,,,,Rahu,,Sun Jupiter,Mercury Venus Mars,Saturn,,Ketu,Moon
,,,Rahu,,Jupiter,Sun Mercury Mars,Venus,Saturn,Ketu,Moon,
,,,Rahu,,Sun Jupiter,Mercury Venus Mars,,Saturn,Ketu,Moon,
,,Rahu,,Jupiter,Sun Mercury Mars,Venus,Saturn,Ketu,Moon,,
,,Rahu,,Sun Jupiter,Mercury Venus Mars,,Saturn,Ketu,Moon,,
,Rahu,,,Sun Mars Jupiter,Mercury Venus,Saturn,Ketu,Moon,,,
,Rahu,,Jupiter,Sun Mercury Mars,Venus,Saturn,Ketu,Moon,,,
Rahu,,,Sun Jupiter,Mercury Venus Mars,Saturn,Ketu,,Moon,,,
Rahu,,Jupiter,Sun Mercury Mars,Venus,Saturn,Ketu,Moon,,,,
Rahu,,Sun Jupiter,Mercury Venus Mars,Saturn,,Ketu,Moon,,,,
,Jupiter,Sun Mercury Mars,Venus,Saturn,Ketu,Moon,,,,,Rahu
,Sun Jupiter,Mercury Venus Mars,,Saturn,Ketu,Moon,,,,,Rahu
,Sun Mars Jupiter,Mercury Venus,Saturn,Ketu,Moon,,,,,Rahu,
Sun Jupiter,Mercury Mars,Venus,Saturn,Ketu,Moon,,,,,Rahu,
Sun Mars Jupiter,Mercury Venus,Saturn,Ketu,,Moon,,,,Rahu,,
Mercury Mars,Venus,Saturn,Ketu,Moon,,,,,Rahu,,Sun Jupiter
Mercury Venus,Saturn,Ketu,,Moon,,,,Rahu,,,Sun Mars Jupiter
,Saturn,Ketu,Moon,,,,,Rahu,,Sun Jupiter,Mercury Venus Mars
Saturn,Ketu,Moon,,,,,Rahu,,Jupiter,Sun Mercury Mars,Venus
Ketu,,Moon,,,,Rahu,,,Sun Mars Jupiter,Mercury Venus,Saturn
Ketu,Moon,,,,,Rahu,,Sun Jupiter,Mercury Venus Mars,Saturn,
Moon,,,,,Rahu,,Jupiter,Sun Mercury Mars,Venus,Saturn,Ketu
Moon,,,,Rahu,,,Sun Jupiter,Mercury Venus Mars,Saturn,Ketu,
,,,,Rahu,,Jupiter,Sun Mercury Mars,Venus,Saturn,Ketu,Moon
,,,Rahu,,,Sun Jupiter,Mercury Venus Mars,Saturn,Ketu,,Moon
,,,Rahu,,Jupiter,Sun Mercury Mars,Venus,Saturn,Ketu,Moon,
,,,Rahu,,Sun Jupiter,Mercury Venus Mars,,Saturn,Ketu,Moon,
,,Rahu,,Jupiter,Sun Mercury Mars,Venus,Saturn,Ketu,,Moon,
,,Rahu,,Sun Jupiter,Mercury Venus Mars,,Saturn,Ketu,Moon,,
,Rahu,,,Sun Mars Jupiter,Mercury Venus,Saturn,Ketu,,Moon,,
,Rahu,,Jupiter,Sun Mercury Mars,Venus,Saturn,Ketu,Moon,,,
Rahu,,,Sun Jupiter,Mercury Venus Mars,Saturn,Ketu,,Moon,,,
Rahu,,Jupiter,Sun Mercury Mars,Venus,Saturn,Ketu,,Moon,,,
Rahu,,Sun Jupiter,Mercury Venus Mars,Saturn,,Ketu,Moon,,,,
