House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
,Ketu,Venus Jupiter,Sun Mercury,,,,Moon Saturn Rahu,Mars,,,
Ketu,Venus Jupiter,Mercury,Sun,,,Rahu,Moon Mars Saturn,,,,
Ketu,Venus Jupiter,Sun Mercury,,,,Moon Saturn Rahu,Mars,,,,
Venus,Mercury Jupiter,Sun,,,Rahu,Moon Mars Saturn,,,,,Ketu
Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Moon Mars,,,,,Ketu
Mercury Jupiter,Sun,,,Rahu,Moon Mars Saturn,,,,,Ketu,Venus
Sun Mercury,,,,Rahu,Moon Mars Saturn,,,,,Ketu,Venus Jupiter
Sun Mercury,,,,Moon Mars Saturn Rahu,,,,,,Ketu,Venus Jupiter
,,,Rahu,Moon Mars Saturn,,,,,Ketu,Venus Jupiter,Sun Mercury
,,,Moon Mars Saturn Rahu,,,,,,Venus Ketu,Mercury Jupiter,Sun
,,Saturn Rahu,Moon Mars,,,,,Ketu,Venus Jupiter,Sun Mercury,
,Rahu,Moon Mars Saturn,,,,,Ketu,Venus Jupiter,Mercury,Sun,
Rahu,Moon Mars Saturn,,,,,Ketu,Venus,Mercury Jupiter,Sun,,
Saturn Rahu,Moon Mars,,,,,Ketu,Venus Jupiter,Sun Mercury,,,
Moon Mars Saturn,,,,,Ketu,Venus Jupiter,Mercury,Sun,,,Rahu
Moon Mars,,,,,Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu
,,,,Ketu,Venus Jupiter,Mercury,Sun,,,Rahu,Moon Mars Saturn
,,,,Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Moon Mars
,,,Ketu,Venus,Mercury Jupiter,Sun,,,Rahu,Moon Mars Saturn,
,,,Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Moon Mars,
,,Ketu,Venus,Mercury Jupiter,Sun,,,Rahu,Moon Mars Saturn,,
,,Ketu,Venus Jupiter,Sun Mercury,,,,Rahu,Moon Mars Saturn,,
,,Venus Ketu,Mercury Jupiter,Sun,,,,Mars Saturn Rahu,Moon,,
,Ketu,Venus Jupiter,Mercury,Sun,,,Rahu,Moon Mars Saturn,,,
,Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Moon Mars,,,
Ketu,Venus Jupiter,Mercury,Sun,,,Rahu,Moon Mars Saturn,,,,
Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Moon Mars,,,,
Venus,Mercury Jupiter,Sun,,,Rahu,Moon Mars Saturn,,,,,Ketu
Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Moon Mars,,,,,Ketu
Mercury Jupiter,Sun,,,Rahu,Mars Saturn,Moon,,,,Ketu,Venus
Sun Mercury,,,,Rahu,Moon Mars Saturn,,,,,Ketu,Venus Jupiter
Sun,,,,Mars Saturn Rahu,Moon,,,,,Ketu,Mercury Venus Jupiter
,,,Rahu,Moon Mars Saturn,,,,,Ketu,Venus Jupiter,Sun Mercury
,,Rahu,Mars Saturn,Moon,,,,Ketu,Venus,Mercury Jupiter,Sun
,,Saturn Rahu,Moon Mars,,,,,Ketu,Venus Jupiter,Sun Mercury,
,Rahu,Moon Mars Saturn,,,,,Ketu,Venus Jupiter,Mercury,Sun,
Rahu,Mars Saturn,Moon,,,,Ketu,Venus,Mercury Jupiter,Sun,,
Saturn Rahu,Moon Mars,,,,,Ketu,Venus Jupiter,Sun Mercury,,,
Mars Saturn,Moon,,,,Ketu,Venus Jupiter,Mercury,Sun,,,Rahu
Moon Mars,,,,,Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu
Moon,,,,Ketu,Venus Jupiter,Mercury,Sun,,,Rahu,Mars Saturn
,,,,Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Moon Mars
,,,Ketu,Venus Jupiter,Mercury,Sun,,,Rahu,Mars Saturn,Moon
,,,Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Moon Mars,
,,Ketu,Venus,Mercury Jupiter,Sun,,,Rahu,Mars Saturn,Moon,
,,Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Moon Mars,,
,Ketu,,Mercury Venus Jupiter,Sun,,,Rahu,Mars Saturn,Moon,,
,Ketu,Venus Jupiter,Mercury,Sun,,,Rahu,Mars Saturn,Moon,,
,Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Moon Mars,,,
Ketu,Venus Jupiter,Mercury,Sun,,,Rahu,Mars Saturn,Moon,,,
Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Moon Mars,,,,
Venus,Mercury Jupiter,Sun,,,Rahu,Mars Saturn,Moon,,,,Ketu
Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Mars,Moon,,,,Ketu
Mercury Jupiter,Sun,,,Rahu,Mars Saturn,Moon,,,,Ketu,Venus
Sun Mercury,,,,Rahu,Mars Saturn,Moon,,,,Ketu,Venus Jupiter
Sun,,,,Mars Saturn Rahu,Moon,,,,,Ketu,Mercury Venus Jupiter
,,,Rahu,Mars Saturn,Moon,,,,Ketu,Venus Jupiter,Sun Mercury
,,Rahu,Mars Saturn,Moon,,,,Ketu,Venus,Mercury Jupiter,Sun
,,Saturn Rahu,Mars,Moon,,,,Ketu,Venus Jupiter,Sun Mercury,
,Rahu,Mars Saturn,Moon,,,,Ketu,Venus Jupiter,Mercury,Sun,
Rahu,Mars Saturn,Moon,,,,Ketu,Venus,Mercury Jupiter,Sun,,
Saturn Rahu,Mars,Moon,,,,Ketu,Venus Jupiter,Sun Mercury,,,
Mars Saturn,Moon,,,,Ketu,Venus Jupiter,Mercury,Sun,,,Rahu
,Moon,,,,Ketu,Mercury Venus Jupiter,Sun,,,,Mars Saturn Rahu
Moon,,,,Ketu,Venus Jupiter,Mercury,Sun,,,Rahu,Mars Saturn
Moon,,,,Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Mars
,,,Ketu,Venus Jupiter,Mercury,Sun,,,Rahu,Mars Saturn,Moon
,,,Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Mars,Moon
,,Ketu,Venus,Mercury Jupiter,Sun,,,Rahu,Mars Saturn,Moon,
,,Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Mars,Moon,
,Ketu,,Mercury Venus Jupiter,Sun,,,Rahu,Mars Saturn,,Moon,
,Ketu,Venus Jupiter,Mercury,Sun,,,Rahu,Mars Saturn,Moon,,
,Ketu,Mercury Venus Jupiter,Sun,,,,Mars Saturn Rahu,,Moon,,
Ketu,Venus Jupiter,Mercury,Sun,,,Rahu,Mars Saturn,Moon,,,
Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Mars,Moon,,,
Venus,Mercury Jupiter,Sun,,,Rahu,Mars Saturn,Moon,,,,Ketu
Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Mars,Moon,,,,Ketu
Mercury Jupiter,Sun,,,Rahu,Mars Saturn,,Moon,,,Ketu,Venus
Sun Mercury,,,,Rahu,Mars Saturn,Moon,,,,Ketu,Venus Jupiter
Sun,,,Rahu,Mars Saturn,,Moon,,,Ketu,,Mercury Venus Jupiter
,,,Rahu,Mars Saturn,Moon,,,,Ketu,Venus Jupiter,Sun Mercury
,,Rahu,Mars Saturn,,Moon,,,Ketu,Venus,Mercury Jupiter,Sun
,,Saturn Rahu,Mars,Moon,,,,Ketu,Venus Jupiter,Sun Mercury,
,Rahu,Mars Saturn,Moon,,,,Ketu,Venus Jupiter,Mercury,Sun,
Rahu,Mars Saturn,,Moon,,,Ketu,Venus,Mercury Jupiter,Sun,,
Saturn Rahu,Mars,Moon,,,,Ketu,Venus Jupiter,Sun Mercury,,,
Mars Saturn,,Moon,,,Ketu,Venus Jupiter,Mercury,Sun,,,Rahu
,Moon,,,,Ketu,Mercury Venus Jupiter,Sun,,,,Mars Saturn Rahu
,Moon,,,Ketu,Venus Jupiter,Mercury,Sun,,,Rahu,Mars Saturn
Moon,,,,Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Mars
Moon,,,Ketu,Venus Jupiter,Mercury,Sun,,,Rahu,Mars Saturn,
,,,Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Mars,Moon
,,Ketu,Venus,Mercury Jupiter,Sun,,,Rahu,Mars Saturn,,Moon
,,Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Mars,Moon,
,Ketu,,Mercury Venus Jupiter,Sun,,,Rahu,Mars Saturn,,Moon,
,Ketu,Venus Jupiter,Mercury,Sun,,,Rahu,Mars Saturn,,Moon,
,Ketu,Mercury Venus Jupiter,Sun,,,,Mars Saturn Rahu,,Moon,,
Ketu,Venus Jupiter,Mercury,Sun,,,Rahu,Mars Saturn,,Moon,,
Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Mars,Moon,,,
Venus,Mercury Jupiter,Sun,,,Rahu,Mars Saturn,,Moon,,,Ketu
Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Mars,,Moon,,,Ketu
Mercury Jupiter,Sun,,,Rahu,Mars Saturn,,Moon,,,Ketu,Venus
Sun Mercury,,,,Saturn Rahu,Mars,,Moon,,,Ketu,Venus Jupiter
Sun,,,Rahu,Mars Saturn,,Moon,,,Ketu,,Mercury Venus Jupiter
,,,Saturn Rahu,Mars,,Moon,,,Ketu,Venus Jupiter,Sun Mercury
,,Rahu,Mars Saturn,,Moon,,,Ketu,Venus,Mercury Jupiter,Sun
,,Saturn Rahu,Mars,,Moon,,,Ketu,Venus Jupiter,Sun Mercury,
,Rahu,Mars Saturn,,Moon,,,Ketu,Venus Jupiter,Mercury,Sun,
Rahu,Mars Saturn,,Moon,,,Ketu,Venus,Mercury Jupiter,Sun,,
Saturn Rahu,Mars,,Moon,,,Ketu,Venus Jupiter,Sun Mercury,,,
Mars Saturn,,Moon,,,Ketu,Venus Jupiter,Mercury,Sun,,,Rahu
,Moon,,,,Ketu,Mercury Venus Jupiter,Sun,,,,Mars Saturn Rahu
,Moon,,,Ketu,Venus Jupiter,Mercury,Sun,,,Rahu,Mars Saturn
,Moon,,,Ketu,Mercury Venus Jupiter,Sun,,,,Mars Saturn Rahu,
Moon,,,Ketu,Venus Jupiter,Mercury,Sun,,,Rahu,Mars Saturn,
Moon,,,Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Mars,
,,Ketu,Venus,Mercury Jupiter,Sun,,,Rahu,Mars Saturn,,Moon
,,Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Mars,,Moon
,Ketu,,Mercury Venus Jupiter,Sun,,,Rahu,Mars Saturn,,,Moon
,Ketu,Venus Jupiter,Mercury,Sun,,,Rahu,Mars Saturn,,Moon,
,Ketu,Mercury Venus Jupiter,Sun,,,,Mars Saturn Rahu,,,Moon,
Ketu,Venus Jupiter,Mercury,Sun,,,Rahu,Mars Saturn,,Moon,,
Ketu,Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Mars,,Moon,,
Venus Jupiter,Mercury,Sun,,,Rahu,Mars Saturn,,Moon,,,Ketu
Venus Jupiter,Sun Mercury,,,,Saturn Rahu,Mars,,Moon,,,Ketu
Mercury Jupiter,Sun,,,Rahu,Mars Saturn,,,Moon,,Ketu,Venus
Sun Mercury,,,,Saturn Rahu,Mars,,Moon,,,Ketu,Venus Jupiter
Sun,,,Rahu,Mars Saturn,,,Moon,,Ketu,,Mercury Venus Jupiter
,,,Saturn Rahu,Mars,,Moon,,,Ketu,Venus Jupiter,Sun Mercury
,,Rahu,Mars Saturn,,,Moon,,Ketu,Venus,Mercury Jupiter,Sun
,,Saturn Rahu,Mars,,Moon,,,Ketu,Venus Jupiter,Sun Mercury,
,Rahu,Mars Saturn,,Moon,,,Ketu,Venus Jupiter,Mercury,Sun,
Rahu,Mars Saturn,,,Moon,,Ketu,Venus,Mercury Jupiter,Sun,,
Saturn Rahu,Mars,,Moon,,,Ketu,Venus Jupiter,Sun Mercury,,,
Mars Saturn,,Moon,,,Ketu,Venus Jupiter,Mercury,Sun,,,Rahu
,,Moon,,Ketu,,Mercury Venus Jupiter,Sun,,,Rahu,Mars Saturn
