House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
Mars,Moon Jupiter,,Sun Mercury Venus,Rahu,Saturn,,,,,Ketu,
Mars,Moon Jupiter,,Sun Mercury Venus Rahu,Saturn,,,,,Ketu,,
Moon Jupiter,,Sun Mercury,Venus Rahu,Saturn,,,,,Ketu,,Mars
Moon Jupiter,,Sun Mercury Venus,Saturn Rahu,,,,,,Ketu,,Mars
Jupiter,Sun Mercury,Venus Rahu,Saturn,,,,,Ketu,,Mars,Moon
,Sun Mercury Venus,Saturn Rahu,,,,,,Ketu,,Mars,Moon Jupiter
Sun Mercury,Venus Rahu,Saturn,,,,,Ketu,,Mars,,Moon Jupiter
Sun Mercury Venus,Saturn Rahu,,,,,,Ketu,,Mars,Moon Jupiter,
Mercury Venus Rahu,Saturn,,,,,Ketu,,Mars,,Moon Jupiter,Sun
Saturn Rahu,,,,,,Ketu,,Mars,Moon Jupiter,,Sun Mercury Venus
Saturn,,,,,Ketu,,Mars,,Moon Jupiter,Sun Mercury,Venus Rahu
,,,,Ketu,,,Mars,Moon Jupiter,,Sun Mercury Venus Rahu,Saturn
,,,,Ketu,,Mars,Moon Jupiter,,Sun Mercury Venus,Saturn Rahu,
,,,Ketu,,Mars,Moon Jupiter,,Sun Mercury,Venus Rahu,Saturn,
,,Ketu,,,Mars,Moon Jupiter,,Sun Mercury Venus Rahu,Saturn,,
,,Ketu,,Mars,Moon Jupiter,,Sun Mercury Venus,Rahu,Saturn,,
,Ketu,,,Mars,Moon Jupiter,,Sun Mercury Venus Rahu,Saturn,,,
,Ketu,,Mars,Moon Jupiter,,Sun Mercury Venus,Rahu,Saturn,,,
Ketu,,,Mars,Moon Jupiter,,Sun Mercury Venus Rahu,Saturn,,,,
Ketu,,Mars,Jupiter,Moon,Sun Mercury,Venus Rahu,Saturn,,,,
Ketu,,Mars,Moon Jupiter,,Sun Mercury Venus,Saturn Rahu,,,,,
,Mars,,Moon Jupiter,Sun Mercury,Venus Rahu,Saturn,,,,,Ketu
,Mars,Moon Jupiter,,Sun Mercury Venus,Saturn Rahu,,,,,,Ketu
Mars,,Moon Jupiter,,Sun Mercury Venus Rahu,Saturn,,,,,Ketu,
Mars,Jupiter,Moon,Sun Mercury Venus,Rahu,Saturn,,,,,Ketu,
Mars,Moon Jupiter,,Sun Mercury Venus Rahu,Saturn,,,,,Ketu,,
Jupiter,Moon,Sun Mercury,Venus Rahu,Saturn,,,,,Ketu,,Mars
Moon Jupiter,,Sun Mercury Venus Rahu,Saturn,,,,,Ketu,,,Mars
Moon Jupiter,Sun Mercury,Venus Rahu,Saturn,,,,,Ketu,,Mars,
,Sun Mercury Venus,Saturn Rahu,,,,,,Ketu,,Mars,Moon Jupiter
Sun Mercury,Venus Rahu,Saturn,,,,,Ketu,,Mars,,Moon Jupiter
Sun Mercury Venus,Saturn Rahu,,,,,,Ketu,,Mars,Jupiter,Moon
Mercury Venus Rahu,Saturn,,,,,Ketu,,Mars,,Moon Jupiter,Sun
Saturn Rahu,,,,,,Ketu,,Mars,Jupiter,Moon,Sun Mercury Venus
Saturn,,,,,Ketu,,Mars,Jupiter,Moon,Sun Mercury,Venus Rahu
,,,,Ketu,,,Mars,Moon Jupiter,,Sun Mercury Venus Rahu,Saturn
,,,,Ketu,,Mars,Jupiter,Moon,Sun Mercury Venus,Saturn Rahu,
,,,Ketu,,Mars,Jupiter,Moon,Sun Mercury,Venus Rahu,Saturn,
,,Ketu,,,Mars,Moon Jupiter,,Sun Mercury Venus Rahu,Saturn,,
,,Ketu,,Mars,Jupiter,Moon,Sun Mercury Venus,Rahu,Saturn,,
,Ketu,,,Mars,Moon Jupiter,,Sun Mercury Venus Rahu,Saturn,,,
,Ketu,,Mars,Jupiter,Moon,Sun Mercury Venus,Rahu,Saturn,,,
Ketu,,,Mars,Moon Jupiter,,Sun Mercury Venus Rahu,Saturn,,,,
Ketu,,Mars,Jupiter,Moon,Sun Mercury,Venus Rahu,Saturn,,,,
Ketu,,Mars,Jupiter,Moon,Sun Mercury Venus,Saturn Rahu,,,,,
,Mars,,Moon Jupiter,Sun Mercury,Venus Rahu,Saturn,,,,,Ketu
,Mars,Jupiter,Moon,Sun Mercury Venus,Saturn Rahu,,,,,,Ketu
Mars,,Moon Jupiter,,Sun Mercury Venus Rahu,Saturn,,,,,Ketu,
Mars,Jupiter,Moon,Sun Mercury Venus,Rahu,Saturn,,,,,Ketu,
Mars,Jupiter,Moon,Sun Mercury Venus Rahu,Saturn,,,,,Ketu,,
Jupiter,Moon,Sun Mercury,Venus Rahu,Saturn,,,,,Ketu,,Mars
Jupiter,Moon,Sun Mercury Venus Rahu,Saturn,,,,,Ketu,,,Mars
Moon Jupiter,Sun Mercury,Venus Rahu,Saturn,,,,,Ketu,,Mars,
Moon,Sun Mercury Venus,Saturn Rahu,,,,,,Ketu,,Mars,Jupiter
Sun,Mercury Venus Rahu,Saturn,,,,,Ketu,,Mars,,Moon Jupiter
Sun Mercury Venus,Saturn Rahu,,,,,,Ketu,,Mars,Jupiter,Moon
Mercury Venus Rahu,Saturn,,,,,Ketu,,Mars,,Jupiter,Sun Moon
Saturn Rahu,,,,,,Ketu,,Mars,Jupiter,Moon,Sun Mercury Venus
Saturn,,,,,Ketu,,Mars,Jupiter,Moon,Sun Mercury,Venus Rahu
,,,,Ketu,,,Mars,Jupiter,Moon,Sun Mercury Venus Rahu,Saturn
,,,,Ketu,,Mars,Jupiter,Moon,Sun Mercury Venus,Saturn Rahu,
,,,Ketu,,Mars,Jupiter,Moon,Sun Mercury,Venus Rahu,Saturn,
,,Ketu,,,Mars,Jupiter,Moon,Sun Mercury Venus Rahu,Saturn,,
,,Ketu,,Mars,Jupiter,Moon,Sun Mercury Venus,Rahu,Saturn,,
,Ketu,,,Mars,Jupiter,Moon,Sun Mercury Venus Rahu,Saturn,,,
,Ketu,,Mars,Jupiter,Moon,Sun Mercury Venus,Rahu,Saturn,,,
Ketu,,,Mars,Jupiter,Moon,Sun Mercury Venus Rahu,Saturn,,,,
Ketu,,Mars,Jupiter,Moon,Sun Mercury,Venus Rahu,Saturn,,,,
,,Mars,Jupiter,Moon,Sun Mercury Venus Rahu,Saturn,,,,,Ketu
,Mars,,Jupiter,Sun Moon Mercury,Venus Rahu,Saturn,,,,,Ketu
,Mars,Jupiter,Moon,Sun Mercury Venus,Saturn Rahu,,,,,,Ketu
