House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
,,Rahu,Sun Moon Mercury Venus,Jupiter,Mars,Saturn,,Ketu,,,
,Rahu,Moon Mercury Venus,Sun Jupiter,,Mars Saturn,,Ketu,,,,
,Rahu,Sun Moon Mercury Venus,Jupiter,Mars,Saturn,,Ketu,,,,
,Moon Venus Rahu,Sun Mercury,Jupiter,Mars Saturn,,,Ketu,,,,
Rahu,Sun Moon Mercury Venus,Jupiter,Mars,Saturn,,Ketu,,,,,
Rahu,Sun Moon Mercury Venus,Jupiter,Mars,Saturn,,Ketu,,,,,
Sun Moon Mercury Venus,Jupiter,Mars,Saturn,,Ketu,,,,,,Rahu
Sun Moon Mercury Venus,Jupiter,Mars,Saturn,,Ketu,,,,,,Rahu
Jupiter,Mars,Saturn,,Ketu,,,,,,Rahu,Sun Moon Mercury Venus
Jupiter,Mars,Saturn,,Ketu,,,,,,Rahu,Sun Moon Mercury Venus
Mars,Saturn,,Ketu,,,,,,Rahu,Sun Moon Mercury Venus,Jupiter
Mars Saturn,,Ketu,,,,,,Rahu,Moon Mercury Venus,Sun Jupiter,
Saturn,,Ketu,,,,,,Rahu,Sun Moon Mercury Venus,Jupiter,Mars
,Ketu,,,,,,Rahu,Sun Moon Mercury Venus,Jupiter,Mars,Saturn
Ketu,,,,,,Rahu,Moon Mercury Venus,Sun Jupiter,,Mars Saturn,
Ketu,,,,,,Rahu,Sun Moon Mercury Venus,Jupiter,Mars,Saturn,
,,,,,Rahu,Moon Mercury Venus,Sun Jupiter,Mars,Saturn,,Ketu
,,,,,Rahu,Sun Moon Mercury Venus,Jupiter,Mars,Saturn,,Ketu
,,,,Rahu,Mercury Venus,Sun Moon Jupiter,,Mars Saturn,,Ketu,
,,,,Rahu,Sun Moon Mercury Venus,Jupiter,Mars,Saturn,,Ketu,
,,,,Rahu,Sun Moon Mercury Venus,Jupiter,Mars Saturn,,,Ketu,
,,,Rahu,Sun Moon Mercury Venus,Jupiter,Mars,Saturn,,Ketu,,
,,,Rahu,Sun Moon Mercury Venus,Jupiter,Mars,Saturn,,Ketu,,
,,Rahu,Moon Mercury Venus,Sun Jupiter,Mars,Saturn,,Ketu,,,
,,Rahu,Sun Moon Mercury Venus,Jupiter,Mars,Saturn,,Ketu,,,
,Rahu,Mercury Venus,Sun Moon Jupiter,,Mars Saturn,,Ketu,,,,
,Rahu,Sun Moon Mercury Venus,Jupiter,Mars,Saturn,,Ketu,,,,
,Venus Rahu,Sun Moon Mercury Jupiter,,Mars Saturn,,,Ketu,,,,
Rahu,Sun Moon Mercury Venus,Jupiter,Mars,Saturn,,Ketu,,,,,
Rahu,Sun Moon Mercury Venus,Jupiter,Mars,Saturn,,Ketu,,,,,
Sun Mercury Venus,Moon Jupiter,Mars,Saturn,,Ketu,,,,,,Rahu
Sun Moon Mercury Venus,Jupiter,Mars,Saturn,,Ketu,,,,,,Rahu
Moon Jupiter,Mars,Saturn,,Ketu,,,,,,Rahu,Sun Mercury Venus
Jupiter,Mars,Saturn,,Ketu,,,,,,Rahu,Sun Moon Mercury Venus
Mars,Saturn,,Ketu,,,,,,Rahu,Sun Moon Mercury Venus,Jupiter
Mars Saturn,,Ketu,,,,,,Rahu,Mercury Venus,Sun Moon Jupiter,
,,Ketu,,,,,,Rahu,Sun Moon Mercury Venus,Jupiter,Mars Saturn
,Ketu,,,,,,Rahu,Sun Moon Mercury Venus,Jupiter,Mars,Saturn
Ketu,,,,,,Rahu,Mercury Venus,Sun Moon Jupiter,,Mars Saturn,
Ketu,,,,,,Rahu,Sun Moon Mercury Venus,Jupiter,Mars,Saturn,
,,,,,Rahu,Mercury Venus,Sun Moon Jupiter,Mars,Saturn,,Ketu
,,,,,Rahu,Sun Moon Mercury Venus,Jupiter,Mars,Saturn,,Ketu
,,,,Rahu,Mercury Venus,Sun Moon Jupiter,,Mars Saturn,,Ketu,
,,,,Rahu,Sun Mercury Venus,Moon Jupiter,Mars,Saturn,,Ketu,
,,,,Rahu,Sun Moon Mercury Venus,Jupiter,Mars Saturn,,,Ketu,
,,,Rahu,Sun Mercury Venus,Moon Jupiter,Mars,Saturn,,Ketu,,
,,,Rahu,Sun Moon Mercury Venus,Jupiter,Mars,Saturn,,Ketu,,
