House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
,,,Sun,Moon Mercury Venus,Ketu,Mars,Jupiter,,,Saturn,Rahu
,,,Sun Moon Mercury,Venus Ketu,,Mars,Jupiter,,,Saturn Rahu,
,,Sun,Moon Mercury Venus,Ketu,Mars,Jupiter,,,Saturn,Rahu,
,,Sun Mercury,Moon Venus Ketu,,Mars,Jupiter,,,Saturn Rahu,,
,Sun,Moon Mercury,Venus Ketu,,Mars Jupiter,,,,Saturn Rahu,,
,Sun Mercury,Moon Venus,Ketu,Mars,Jupiter,,,Saturn,Rahu,,
Sun,Moon Mercury,Venus Ketu,,Mars Jupiter,,,,Saturn Rahu,,,
Sun,Moon Mercury Venus,Ketu,Mars,Jupiter,,,Saturn,Rahu,,,
Moon Mercury,Venus Ketu,,Mars Jupiter,,,,Saturn Rahu,,,,Sun
Moon Venus,Ketu,Mars,Jupiter,,,Saturn,Rahu,,,,Sun Mercury
Ketu,Mars,Jupiter,,,,Saturn Rahu,,,,Sun,Moon Mercury Venus
,Mars,Jupiter,,,Saturn Rahu,,,,,Sun Mercury,Moon Venus Ketu
Mars,Jupiter,,,Saturn,Rahu,,,,Sun Mercury,Moon Venus,Ketu
Jupiter,,,Saturn,Rahu,,,,Sun,Moon Mercury Venus,Ketu,Mars
Jupiter,,,Saturn Rahu,,,,,Sun Mercury,Moon Venus Ketu,,Mars
,,Saturn,Rahu,,,,Sun,Moon Mercury Venus,Ketu,Mars,Jupiter
,,Saturn Rahu,,,,,Sun Mercury,Moon Venus Ketu,,Mars,Jupiter
,Saturn,Rahu,,,,Sun,Moon Mercury Venus,Ketu,Mars,Jupiter,
,Saturn Rahu,,,,,Sun Mercury,Moon Venus Ketu,,Mars,Jupiter,
,Saturn Rahu,,,,Sun,Moon Mercury Venus,Ketu,Mars,Jupiter,,
Saturn Rahu,,,,,Sun Mercury,Moon Venus Ketu,,Mars,Jupiter,,
Saturn Rahu,,,,Sun,Moon Mercury,Venus Ketu,,Mars Jupiter,,,
Rahu,,,,Sun Mercury,Moon Venus,Ketu,Mars,Jupiter,,,Saturn
,,,,Sun Mercury,Moon Venus Ketu,,Mars,Jupiter,,,Saturn Rahu
,,,Sun,Moon Mercury Venus,Ketu,Mars,Jupiter,,,Saturn,Rahu
,,,Sun Mercury,Moon Venus Ketu,,Mars,Jupiter,,,Saturn Rahu,
,,Sun,Moon Mercury Venus,Ketu,Mars,Jupiter,,,Saturn,Rahu,
,,Sun Mercury,Moon Venus Ketu,,Mars,Jupiter,,,Saturn Rahu,,
,Sun,Mercury,Moon Venus Ketu,Mars,Jupiter,,,,Saturn Rahu,,
,Sun Mercury,Moon Venus Ketu,,Mars,Jupiter,,,Saturn Rahu,,,
Sun,Mercury,Moon Venus Ketu,,Mars Jupiter,,,,Saturn Rahu,,,
Sun,Moon Mercury Venus,Ketu,Mars,Jupiter,,,Saturn,Rahu,,,
Mercury,Moon Venus Ketu,,Mars Jupiter,,,,Saturn Rahu,,,,Sun
Moon Venus Ketu,,Mars,Jupiter,,,Saturn Rahu,,,,,Sun Mercury
Moon Ketu,Mars,Jupiter,,,,Saturn Rahu,,,,Sun,Mercury Venus
,Mars,Jupiter,,,Saturn Rahu,,,,,Sun Mercury,Moon Venus Ketu
Mars,Jupiter,,,Saturn Rahu,,,,,Sun Mercury,Moon Venus Ketu,
Jupiter,,,Saturn,Rahu,,,,Sun,Mercury Venus,Moon Ketu,Mars
Jupiter,,,Saturn Rahu,,,,,Sun Mercury,Moon Venus Ketu,,Mars
,,Saturn,Rahu,,,,Sun,Moon Mercury Venus,Ketu,Mars,Jupiter
,,Saturn Rahu,,,,,Sun Mercury,Moon Venus Ketu,,Mars,Jupiter
,Saturn,Rahu,,,,Sun,Mercury Venus,Moon Ketu,Mars,Jupiter,
,Saturn Rahu,,,,,Sun Mercury,Moon Venus Ketu,,Mars,Jupiter,
Saturn,Rahu,,,,Sun,Mercury Venus,Moon Ketu,Mars,Jupiter,,
Saturn Rahu,,,,,Sun Mercury,Moon Venus Ketu,,Mars,Jupiter,,
Saturn Rahu,,,,Sun,Mercury,Moon Venus Ketu,,Mars Jupiter,,,
Rahu,,,,Sun Mercury,Moon Venus,Ketu,Mars,Jupiter,,,Saturn
,,,,Sun Mercury,Moon Venus Ketu,,Mars Jupiter,,,,Saturn Rahu
,,,Sun,Mercury Venus,Moon Ketu,Mars,Jupiter,,,Saturn,Rahu
,,,Sun Mercury,Moon Venus Ketu,,Mars,Jupiter,,,Saturn Rahu,
