House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
Saturn Rahu,Jupiter,Venus,Sun,Mercury,Mars,Ketu,,Moon,,,
Saturn,Venus Jupiter,,Sun Mercury,,Mars Ketu,,,Moon,,,Rahu
Jupiter Saturn,Venus,Sun,Mercury,Mars,Ketu,,Moon,,,,Rahu
Venus Jupiter,,Sun Mercury,,Mars Ketu,,,Moon,,,Rahu,Saturn
Venus,Sun,Mercury,,Mars Ketu,,Moon,,,,Rahu,Jupiter Saturn
Venus,Sun Mercury,,Mars Ketu,,,Moon,,,Rahu,Saturn,Jupiter
Sun,Mercury,,Mars Ketu,,,Moon,,,Rahu,Saturn,Venus Jupiter
Sun Mercury,,Mars Ketu,,,Moon,,,Rahu,Saturn,Jupiter,Venus
Mercury,,Mars Ketu,,,Moon,,,Rahu,Saturn,Venus Jupiter,Sun
,Mars Ketu,,,Moon,,,Rahu,Saturn,Jupiter,Venus,Sun Mercury
Mars,Ketu,,,Moon,,,Rahu,Jupiter Saturn,Venus,Sun,Mercury
Mars Ketu,,,Moon,,,Rahu,Saturn,Venus Jupiter,,Sun Mercury,
,,Moon,,,Rahu,Saturn,Jupiter,Venus,Sun Mercury,,Mars Ketu
,Moon,,,,Rahu,Jupiter Saturn,Venus,Sun,Mercury,Mars,Ketu
,Moon,,,Rahu,Saturn,Venus Jupiter,,Sun Mercury,,Mars Ketu,
Moon,,,,Saturn Rahu,Jupiter,Venus,Sun,Mercury,Mars,Ketu,
Moon,,,Rahu,Saturn,Venus Jupiter,,Sun Mercury,,Mars Ketu,,
,,,Saturn Rahu,Jupiter,Venus,Sun,Mercury,Mars,Ketu,,Moon
,,Rahu,Saturn,Venus Jupiter,,Sun Mercury,,Mars Ketu,,,Moon
,,Rahu,Jupiter Saturn,Venus,Sun,Mercury,Mars,Ketu,,,Moon
,Rahu,Saturn,Venus Jupiter,,Sun Mercury,,Mars Ketu,,,Moon,
,Rahu,Jupiter Saturn,Venus,Sun,Mercury,,Mars Ketu,,,Moon,
Rahu,Saturn,Jupiter,Venus,Sun Mercury,,Mars Ketu,,,Moon,,
Rahu,Saturn,Venus Jupiter,,Sun Mercury,,Mars Ketu,,,Moon,,
Saturn Rahu,Jupiter,Venus,Sun,Mercury,Mars,Ketu,,,Moon,,
Saturn,Venus Jupiter,,Sun Mercury,,Mars Ketu,,,Moon,,,Rahu
Jupiter,Venus,Sun,Mercury,Mars,Ketu,,,Moon,,,Saturn Rahu
Venus Jupiter,,Sun Mercury,,Mars Ketu,,,Moon,,,Rahu,Saturn
Venus,Sun,Mercury,,Mars Ketu,,,Moon,,,Rahu,Jupiter Saturn
Venus,Sun Mercury,,Mars Ketu,,,Moon,,,Rahu,Saturn,Jupiter
Sun,Mercury,,Mars Ketu,,,Moon,,,Rahu,Saturn,Venus Jupiter
Sun Mercury,,Mars Ketu,,,,Moon,,Rahu,Saturn,Jupiter,Venus
Mercury,,Mars Ketu,,,Moon,,,Rahu,Saturn,Venus Jupiter,Sun
,Mars Ketu,,,,Moon,,Rahu,Saturn,Jupiter,Venus,Sun Mercury
Mars,Ketu,,,Moon,,,Rahu,Jupiter Saturn,Venus,Sun,Mercury
Mars Ketu,,,Moon,,,Rahu,Saturn,Venus Jupiter,,Sun Mercury,
,,,Moon,,Rahu,Saturn,Jupiter,Venus,Sun Mercury,,Mars Ketu
,,Moon,,,Rahu,Jupiter Saturn,Venus,Sun,Mercury,Mars,Ketu
,Moon,,,Rahu,Saturn,Venus Jupiter,,Sun Mercury,,Mars Ketu,
,Moon,,,Saturn Rahu,Jupiter,Venus,Sun,Mercury,Mars,Ketu,
Moon,,,Rahu,Saturn,Venus Jupiter,,Sun Mercury,,Mars Ketu,,
Moon,,,Saturn Rahu,Jupiter,Venus,Sun,Mercury,Mars,Ketu,,
,,Rahu,Saturn,Venus Jupiter,,Sun Mercury,,Mars Ketu,,,Moon
,,Rahu,Jupiter Saturn,Venus,Sun,Mercury,Mars,Ketu,,,Moon
,Rahu,Saturn,Venus Jupiter,,Sun Mercury,,Mars Ketu,,,,Moon
,Rahu,Jupiter Saturn,Venus,Sun,Mercury,,Mars Ketu,,,Moon,
Rahu,Saturn,Jupiter,Venus,Sun Mercury,,Mars Ketu,,,,Moon,
Rahu,Saturn,Venus Jupiter,,Sun Mercury,,Mars Ketu,,,Moon,,
Saturn,Jupiter,Venus,Sun,Mercury,Mars Ketu,,,,Moon,,Rahu
Saturn,Venus Jupiter,,Sun Mercury,,Mars Ketu,,,,Moon,,Rahu
Jupiter,Venus,Sun,Mercury,Mars,Ketu,,,Moon,,,Saturn Rahu
Venus Jupiter,,Sun Mercury,,Mars Ketu,,,,Moon,,Rahu,Saturn
Venus,Sun,Mercury,,Mars Ketu,,,Moon,,,Rahu,Jupiter Saturn
Venus,Sun Mercury,,Mars Ketu,,,,Moon,,Rahu,Saturn,Jupiter
Sun,Mercury,,Mars Ketu,,,Moon,,,Rahu,Saturn,Venus Jupiter
Sun,Mercury,Mars Ketu,,,,Moon,,Rahu,Saturn,Jupiter,Venus
Mercury,,Mars Ketu,,,Moon,,,Rahu,Saturn,Venus Jupiter,Sun
