House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
,Moon Mars,,Sun Mercury,Venus Saturn,Ketu,Jupiter,,,,,Rahu
Mars,Moon,,Sun Mercury,Venus Saturn,Ketu,Jupiter,,,,,Rahu
Moon Mars,,Sun Mercury,Saturn,Venus Ketu,,Jupiter,,,,Rahu,
Moon,,Sun Mercury,Venus Saturn,Ketu,Jupiter,,,,,Rahu,Mars
,Sun Mercury,,Venus Saturn Ketu,,Jupiter,,,,Rahu,,Moon Mars
,Sun Mercury,Venus Saturn,Ketu,Jupiter,,,,,Rahu,Mars,Moon
Sun Mercury,,Venus Saturn,Ketu,Jupiter,,,,,Rahu,Moon Mars,
Sun Mercury,Venus Saturn,Ketu,Jupiter,,,,,Rahu,Mars,Moon,
,Venus Saturn,Ketu,Jupiter,,,,,Rahu,Mars,Moon,Sun Mercury
Venus Saturn,Ketu,Jupiter,,,,,Rahu,Mars,Moon,,Sun Mercury
Venus Saturn Ketu,,Jupiter,,,,Rahu,,Moon Mars,,Sun Mercury,
Ketu,Jupiter,,,,,Rahu,Mars,Moon,,Sun Mercury,Venus Saturn
Jupiter,,,,,Rahu,Mars,Moon,,Sun Mercury,Venus Saturn,Ketu
Jupiter,,,,Rahu,,Moon Mars,,Sun Mercury,,Venus Saturn Ketu,
,,,,Rahu,Mars,Moon,,Sun Mercury,Venus Saturn,Ketu,Jupiter
,,,Rahu,,Moon Mars,,Sun Mercury,Venus Saturn,Ketu,Jupiter,
,,,Rahu,Mars,Moon,,Sun Mercury,Venus Saturn,Ketu,Jupiter,
,,Rahu,,Moon Mars,,Sun Mercury,Saturn,Venus Ketu,Jupiter,,
,,Rahu,Mars,Moon,,Sun Mercury,Venus Saturn,Ketu,Jupiter,,
,Rahu,,Moon Mars,,Sun Mercury,,Venus Saturn Ketu,,Jupiter,,
,Rahu,Mars,Moon,,Sun Mercury,Venus Saturn,Ketu,Jupiter,,,
Rahu,,Mars,Moon,Sun Mercury,,Venus Saturn Ketu,,Jupiter,,,
Rahu,Mars,Moon,,Sun Mercury,Venus Saturn,Ketu,Jupiter,,,,
Rahu,Mars,Moon,Mercury,Sun,Venus Saturn,Ketu,Jupiter,,,,
,Moon Mars,,Sun Mercury,Venus Saturn,Ketu,Jupiter,,,,,Rahu
Mars,Moon,,Sun Mercury,Venus Saturn,Ketu,Jupiter,,,,,Rahu
Mars,Moon,Sun Mercury,Saturn,Venus Ketu,,Jupiter,,,,Rahu,
Moon,,Sun Mercury,Venus Saturn,Ketu,Jupiter,,,,,Rahu,Mars
Moon,Sun Mercury,,Venus Saturn Ketu,,Jupiter,,,,Rahu,,Mars
,Sun Mercury,Venus Saturn,Ketu,Jupiter,,,,,Rahu,Mars,Moon
