House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
,,,Sun Mercury Jupiter Saturn,,Venus Ketu,,,,Moon Mars,,Rahu
,,,Sun Mercury Jupiter Saturn,Venus,Ketu,,,Moon,Mars,,Rahu
,,Sun Mercury Jupiter Saturn,,Venus Ketu,,,,Moon Mars,,Rahu,
,,Sun Mercury Jupiter Saturn,Venus,Ketu,,,Moon,Mars,,Rahu,
,Sun Mercury Jupiter,Saturn,Venus Ketu,,,,Moon Mars,,Rahu,,
,Sun Mercury Jupiter Saturn,Venus,Ketu,,,,Moon Mars,,Rahu,,
Sun Mercury,Jupiter Saturn,Venus Ketu,,,,Moon Mars,,Rahu,,,
Sun Mercury Jupiter Saturn,Venus,Ketu,,,,Moon Mars,,Rahu,,,
Jupiter Saturn,Venus Ketu,,,,Moon Mars,,Rahu,,,,Sun Mercury
Venus,Ketu,,,,Moon Mars,,Rahu,,,,Sun Mercury Jupiter Saturn
Venus Ketu,,,,Moon Mars,,Rahu,,,,Sun Mercury Jupiter,Saturn
Ketu,,,Moon,Mars,,Rahu,,,,Sun Mercury Jupiter Saturn,Venus
,,,Moon Mars,,Rahu,,,,Sun Mercury Jupiter Saturn,Venus,Ketu
,,Moon Mars,,Rahu,,,,Sun Mercury Jupiter,Saturn,Venus Ketu,
,Moon,Mars,,Rahu,,,,Sun Mercury Jupiter Saturn,Venus,Ketu,
,Moon Mars,,Rahu,,,,Sun Mercury Jupiter Saturn,,Venus Ketu,,
Moon Mars,,,Rahu,,,Mercury,Sun Jupiter Saturn,Venus,Ketu,,
Moon Mars,,Rahu,,,,Sun Mercury Jupiter Saturn,,Venus Ketu,,,
Moon Mars,,Rahu,,,,Sun Mercury Jupiter Saturn,Venus,Ketu,,,
,Rahu,,,,Sun Mercury Jupiter,Saturn,Venus Ketu,,,,Moon Mars
,Rahu,,,,Sun Mercury Jupiter Saturn,Venus,Ketu,,,,Moon Mars
Rahu,,,,Sun Mercury Jupiter,Saturn,Venus Ketu,,,,Moon Mars,
Rahu,,,,Sun Mercury Jupiter Saturn,Venus,Ketu,,,,Moon Mars,
,,,Mercury,Sun Jupiter Saturn,Venus Ketu,,,,Moon Mars,,Rahu
,,,Sun Mercury Jupiter Saturn,,Venus Ketu,,,,Moon Mars,,Rahu
,,,Sun Mercury Jupiter Saturn,Venus,Ketu,,,,Moon Mars,,Rahu
,,Sun Mercury Jupiter Saturn,,Venus Ketu,,,,Moon Mars,,Rahu,
,,Sun Mercury Jupiter Saturn,Venus,Ketu,,,,Moon Mars,,Rahu,
,Sun Mercury Jupiter,Saturn,Venus Ketu,,,,Moon Mars,,Rahu,,
,Sun Mercury Jupiter Saturn,Venus,Ketu,,,,Moon Mars,,Rahu,,
Sun Mercury,Jupiter Saturn,Venus Ketu,,,,Moon Mars,,Rahu,,,
Sun Mercury Jupiter Saturn,Venus,Ketu,,,,Moon Mars,,Rahu,,,
Jupiter Saturn,Venus Ketu,,,,Mars,Moon,Rahu,,,,Sun Mercury
Venus,Ketu,,,,Moon Mars,,Rahu,,,,Sun Mercury Jupiter Saturn
