House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
Saturn,,,Sun Mercury Venus Rahu,,Jupiter,,,,Moon Ketu,Mars,
Saturn,,,Sun Mercury Venus Rahu,,Jupiter,,,,Ketu,Moon Mars,
Saturn,,,Sun Mercury Venus Rahu,,Jupiter,,,,Ketu,Moon Mars,
Saturn,,,Sun Mercury Venus Rahu,,Jupiter,,,,Ketu,Moon Mars,
Saturn,,,Sun Mercury Venus Rahu,,Jupiter,,,,Ketu,Mars,Moon
Saturn,,,Sun Mercury Venus Rahu,Jupiter,,,,,Ketu,Mars,Moon
Moon Saturn,,,Sun Mercury Venus Rahu,Jupiter,,,,,Ketu,Mars,
Moon Saturn,,,Sun Mercury Venus Rahu,Jupiter,,,,,Ketu,Mars,
Saturn,Moon,,Sun Mercury Venus Rahu,Jupiter,,,,,Ketu,Mars,
Saturn,Moon,,Sun Mercury Venus Rahu,Jupiter,,,,,Ketu,Mars,
Saturn,Moon,,Sun Mercury Venus Rahu,Jupiter,,,,,Ketu,Mars,
Saturn,,Moon,Sun Mercury Venus Rahu,Jupiter,,,,,Ketu,Mars,
Saturn,,Moon,Sun Mercury Venus Rahu,Jupiter,,,,,Ketu,Mars,
Saturn,,,Sun Moon Mercury Venus Rahu,Jupiter,,,,,Ketu,Mars,
,,,Sun Moon Mercury Venus Rahu,Jupiter,,,,,Ketu,Mars,Saturn
,,Mercury,Sun Moon Venus Rahu,Jupiter,,,,,Ketu,Mars,Saturn
,,Mercury,Sun Venus Rahu,Moon Jupiter,,,,,Ketu,Mars,Saturn
,,Mercury,Sun Venus Rahu,Moon Jupiter,,,,,Ketu,Mars,Saturn
,,Mercury,Sun Venus Rahu,Moon Jupiter,,,,,Ketu,Mars,Saturn
,,Mercury,Sun Venus Rahu,Jupiter,Moon,,,,Ketu,Mars,Saturn
,,Mercury,Sun Venus Rahu,Jupiter,Moon,,,,Ketu,Mars,Saturn
,,Mercury,Sun Venus Rahu,Jupiter,,Moon,,,Ketu,Mars,Saturn
,,Mercury,Sun Venus Rahu,Jupiter,,Moon,,,Ketu,Mars,Saturn
