House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
Moon Mars,Ketu,Venus,Sun Mercury,,Jupiter,,Rahu,,Saturn,,
Mars,Moon Ketu,Venus,Sun Mercury,,Jupiter,,Rahu,,Saturn,,
Mars,Moon Ketu,Venus,Sun Mercury,,Jupiter,,Rahu,,Saturn,,
Mars,Moon Ketu,Venus,Sun Mercury,,Jupiter,,Rahu,Saturn,,,
Mars,Ketu,Moon Venus,Sun Mercury,,Jupiter,,Rahu,Saturn,,,
Mars,Ketu,Moon Venus,Sun Mercury,,Jupiter,,Rahu,Saturn,,,
Mars,Ketu,Venus,Sun Moon Mercury,,Jupiter,,Rahu,Saturn,,,
Mars,Ketu,Venus,Sun Moon Mercury,,Jupiter,,Rahu,Saturn,,,
Mars,Ketu,Venus,Sun Moon Mercury,,Jupiter,,Rahu,Saturn,,,
Mars Ketu,,Venus,Sun Mercury,Moon,Jupiter,Rahu,,Saturn,,,
Mars Ketu,,Venus,Sun Mercury,Moon,Jupiter,Rahu,,Saturn,,,
Mars Ketu,,Venus,Sun Mercury,,Moon Jupiter,Rahu,,Saturn,,,
Mars Ketu,,Venus,Sun Mercury,Jupiter,Moon,Rahu,,Saturn,,,
Mars Ketu,,Venus,Sun Mercury,Jupiter,,Moon Rahu,,Saturn,,,
Mars Ketu,,Venus,Sun Mercury,Jupiter,,Moon Rahu,,Saturn,,,
Mars Ketu,,Venus,Sun Mercury,Jupiter,,Rahu,Moon,Saturn,,,
Mars Ketu,,Venus,Sun Mercury,Jupiter,,Rahu,Moon,Saturn,,,
Mars Ketu,,Venus,Sun,Mercury Jupiter,,Rahu,Moon,Saturn,,,
Mars Ketu,,Venus,Sun,Mercury Jupiter,,Rahu,,Moon Saturn,,,
Mars Ketu,,Venus,Sun,Mercury Jupiter,,Rahu,,Moon Saturn,,,
Mars Ketu,,Venus,Sun,Mercury Jupiter,,Rahu,,Saturn,Moon,,
Mars Ketu,,Venus,Sun,Mercury Jupiter,,Rahu,,Saturn,Moon,,
Mars Ketu,,Venus,Sun,Mercury Jupiter,,Rahu,,Saturn,Moon,,
Mars Ketu,,Venus,Sun,Mercury Jupiter,,Rahu,,Saturn,,Moon,
Mars Ketu,,Venus,Sun,Mercury Jupiter,,Rahu,,Saturn,,Moon,
Mars Ketu,,Venus,Sun,Mercury Jupiter,,Rahu,,Saturn,,,Moon
Mars Ketu,,Venus,Sun,Mercury Jupiter,,Rahu,,Saturn,,,Moon
Mars Ketu,,Venus,Sun,Mercury Jupiter,,Rahu,,Saturn,,,Moon
Moon Mars Ketu,,Venus,Sun,Mercury Jupiter,,Rahu,,Saturn,,,
Moon Mars Ketu,,Venus,Sun,Mercury Jupiter,,Rahu,,Saturn,,,
Moon Ketu,,Venus,Sun,Mercury Jupiter,,Rahu,,Saturn,,,Mars
Ketu,Moon,Venus,Sun,Mercury Jupiter,,Rahu,,Saturn,,,Mars
Ketu,Moon,Venus,Sun,Mercury Jupiter,,Rahu,,Saturn,,,Mars
Ketu,,Moon Venus,Sun,Mercury Jupiter,,Rahu,,Saturn,,,Mars
Ketu,,Moon Venus,Sun,Mercury Jupiter,,Rahu,,Saturn,,,Mars
Ketu,,Moon Venus,Sun,Mercury Jupiter,,Rahu,,Saturn,,,Mars
Ketu,,Venus,Sun Moon,Mercury Jupiter,,Rahu,Saturn,,,,Mars
Ketu,,Venus,Sun Moon,Mercury Jupiter,,Rahu,Saturn,,,,Mars
Ketu,,Venus,Sun,Moon Mercury Jupiter,,Rahu,Saturn,,,,Mars
Ketu,,Venus,Sun,Moon Mercury Jupiter,,Rahu,Saturn,,,,Mars
Ketu,,Venus,Sun,Mercury Jupiter,Moon,Rahu,Saturn,,,,Mars
,,Venus,Sun,Mercury Jupiter,Moon Rahu,,Saturn,,,,Mars Ketu
,,Venus,Sun,Mercury Jupiter,Rahu,Moon,Saturn,,,,Mars Ketu
,,Venus,Sun,Mercury Jupiter,Rahu,Moon,Saturn,,,,Mars Ketu
,,Venus,Sun,Mercury Jupiter,Rahu,,Moon Saturn,,,,Mars Ketu
,,Venus,Sun Mercury,Jupiter,Rahu,,Moon Saturn,,,,Mars Ketu
,,Venus,Sun Mercury,Jupiter,Rahu,,Moon Saturn,,,,Mars Ketu
,,Venus,Sun Mercury,Jupiter,Rahu,,Saturn,Moon,,,Mars Ketu
,,Venus,Sun Mercury,Jupiter,Rahu,,Saturn,Moon,,,Mars Ketu
,,Venus,Sun Mercury,Jupiter,Rahu,,Saturn,,Moon,,Mars Ketu
,,Venus,Sun Mercury,Jupiter,Rahu,,Saturn,,Moon,,Mars Ketu
,,Venus,Sun Mercury,Jupiter,Rahu,,Saturn,,Moon,,Mars Ketu
,,Venus,Sun Mercury,Jupiter,Rahu,,Saturn,,,Moon,Mars Ketu
,,Venus,Sun Mercury,Jupiter,Rahu,,Saturn,,,Moon,Mars Ketu
,,Venus,Sun Mercury,Jupiter,Rahu,,Saturn,,,Moon,Mars Ketu
,,Venus,Sun Mercury,Jupiter,Rahu,,Saturn,,,,Moon Mars Ketu
,,Venus,Sun Mercury,Jupiter,Rahu,,Saturn,,,,Moon Mars Ketu
,,Venus,Sun Mercury,Jupiter,Rahu,,Saturn,,,,Moon Mars Ketu
Moon,,Venus,Sun Mercury,Jupiter,Rahu,,Saturn,,,,Mars Ketu
Moon,,Venus,Sun Mercury,Jupiter,Rahu,,Saturn,,,,Mars Ketu
,Moon,Venus,Sun Mercury,Jupiter,Rahu,,Saturn,,,,Mars Ketu
,Moon,Venus,Sun Mercury Jupiter,,Rahu,,Saturn,,,,Mars Ketu
,Moon,Venus,Sun Mercury Jupiter,,Rahu,,Saturn,,,,Mars Ketu
,,Moon Venus,Sun Mercury Jupiter,,Rahu,,Saturn,,,,Mars Ketu
