House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
Saturn,,,Sun Mercury,Venus,Ketu,,,Moon,,,Mars Jupiter Rahu
Saturn,,,Sun Mercury,Venus,Ketu,,,,Moon,,Mars Jupiter Rahu
Saturn,,,Sun Mercury,Venus,Ketu,,,,Moon,,Mars Jupiter Rahu
Saturn,,,Sun Mercury,Venus,Ketu,,,,,Moon,Mars Jupiter Rahu
Saturn,,,Sun Mercury,Venus,Ketu,,,,,Moon,Mars Jupiter Rahu
,,,Sun Mercury,Venus,Ketu,,,,,Moon,Mars Jupiter Saturn Rahu
,,,Sun Mercury,Venus,Ketu,,,,,,Moon Mars Jupiter Saturn Rahu
,,,Sun Mercury,Venus,Ketu,,,,,,Moon Mars Jupiter Saturn Rahu
,,,Sun Mercury,Venus,Ketu,,,,,,Moon Mars Jupiter Saturn Rahu
Moon,,,Sun Mercury,Venus,Ketu,,,,,,Mars Jupiter Saturn Rahu
Moon,,,Sun Mercury,Venus Ketu,,,,,,Rahu,Mars Jupiter Saturn
,Moon,,Sun Mercury,Venus Ketu,,,,,,Rahu,Mars Jupiter Saturn
,Moon,,Sun Mercury,Venus Ketu,,,,,,Rahu,Mars Jupiter Saturn
,Moon,,Sun Mercury,Venus Ketu,,,,,,Rahu,Mars Jupiter Saturn
,,Moon,Sun Mercury,Venus Ketu,,,,,,Rahu,Mars Jupiter Saturn
,,Moon,Sun Mercury,Venus Ketu,,,,,,Rahu,Mars Jupiter Saturn
,,,Sun Moon Mercury,Venus Ketu,,,,,,Rahu,Mars Jupiter Saturn
,,,Sun Moon Mercury,Venus Ketu,,,,,,Rahu,Mars Jupiter Saturn
,,,Sun Mercury,Moon Venus Ketu,,,,,,Rahu,Mars Jupiter Saturn
,,,Sun Mercury,Moon Venus Ketu,,,,,,Rahu,Mars Jupiter Saturn
,,,Sun Mercury,Moon Venus Ketu,,,,,,Jupiter Rahu,Mars Saturn
,,,Sun Mercury,Venus Ketu,Moon,,,,,Jupiter Rahu,Mars Saturn
,,,Sun Mercury,Venus Ketu,Moon,,,,,Jupiter Rahu,Mars Saturn
,,,Sun Mercury,Venus Ketu,,Moon,,,,Jupiter Rahu,Mars Saturn
,,,Sun Mercury,Venus Ketu,,Moon,,,,Jupiter Rahu,Mars Saturn
,,,Sun Mercury,Venus Ketu,,,Moon,,,Jupiter Rahu,Mars Saturn
,,,Sun Mercury,Venus Ketu,,,Moon,,,Mars Jupiter Rahu,Saturn
,,,Sun Mercury,Venus Ketu,,,,Moon,,Mars Jupiter Rahu,Saturn
,,,Sun Mercury,Venus Ketu,,,,Moon,,Mars Jupiter Rahu,Saturn
,,,Sun Mercury,Venus Ketu,,,,Moon,,Mars Jupiter Rahu,Saturn
,,,Sun Mercury,Venus Ketu,,,,,Moon,Mars Jupiter Rahu,Saturn
,,,Sun Mercury,Venus Ketu,,,,,Moon,Mars Jupiter Rahu,Saturn
,,,Sun Mercury,Venus Ketu,,,,,Moon,Mars Jupiter Rahu,Saturn
,,,Sun,Mercury Ketu,Venus,,,,,Moon Mars Jupiter Rahu,Saturn
,,,Sun,Mercury Ketu,Venus,,,,,Moon Mars Jupiter Rahu,Saturn
,,,Sun,Mercury Ketu,Venus,,,,,Mars Jupiter Rahu,Moon Saturn
,,,Sun,Mercury Ketu,Venus,,,,,Mars Jupiter Rahu,Moon Saturn
,,,Sun,Mercury Ketu,Venus,,,,,Mars Jupiter Rahu,Moon Saturn
Moon,,,Sun,Mercury Ketu,Venus,,,,,Mars Jupiter Rahu,Saturn
Moon,,,Sun,Mercury Ketu,Venus,,,,,Mars Jupiter Saturn Rahu,
