House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
,,Mars Jupiter,Sun Mercury,Venus,Rahu,,,Moon,,,Saturn Ketu
,,Mars Jupiter,Sun Mercury,Venus,Rahu,,,Moon,,,Saturn Ketu
,,Mars Jupiter,Sun Mercury,Venus,Rahu,,,,Moon,Saturn,Ketu
,,Mars Jupiter,Sun Mercury,Venus,Rahu,,,,Moon,Saturn,Ketu
,,Mars Jupiter,Sun Mercury,Venus,Rahu,,,,,Moon Saturn,Ketu
,,Mars Jupiter,Sun Mercury,Venus,Rahu,,,,,Moon Saturn,Ketu
,,Mars Jupiter,Sun Mercury,Venus,Rahu,,,,,Moon Saturn,Ketu
,,Mars Jupiter,Sun Mercury,Venus,Rahu,,,,,Saturn,Moon Ketu
,,Mars Jupiter,Sun Mercury,Venus,Rahu,,,,,Saturn,Moon Ketu
,,Mars Jupiter,Sun Mercury,Venus,Rahu,,,,,Saturn,Moon Ketu
Moon,,Mars Jupiter,Sun Mercury,Venus,Rahu,,,,,Saturn,Ketu
Moon,,Mars Jupiter,Sun Mercury,Venus,Rahu,,,,,Saturn,Ketu
,Moon,Mars Jupiter,Sun Mercury,Venus,Rahu,,,,,Saturn,Ketu
,Moon,Mars Jupiter,Sun Mercury,Venus,Rahu,,,,,Saturn,Ketu
,Moon,Mars Jupiter,Sun Mercury,Venus,Rahu,,,,,Saturn,Ketu
,,Moon Mars Jupiter,Sun Mercury,Venus,Rahu,,,,,Saturn,Ketu
,,Moon Mars Jupiter,Sun Mercury,Venus,Rahu,,,,,Saturn,Ketu
,,Mars Jupiter,Sun Moon Mercury,Venus,Rahu,,,,,Saturn,Ketu
,,Mars Jupiter,Sun Moon Mercury,Venus,Rahu,,,,,Saturn,Ketu
,,Mars Jupiter,Sun Moon Mercury,Venus,Rahu,,,,,Saturn,Ketu
,,Mars Jupiter,Sun Mercury,Moon Venus,Rahu,,,,,Saturn,Ketu
,,Mars Jupiter,Sun Mercury,Moon Venus,Rahu,,,,,Saturn,Ketu
,,Mars Jupiter,Sun,Mercury Venus,Moon Rahu,,,,,Saturn,Ketu
,Jupiter,Mars,Sun,Mercury Venus,Moon Rahu,,,,,Saturn,Ketu
,Jupiter,Mars,Sun,Mercury Venus,Rahu,Moon,,,,Saturn,Ketu
,Jupiter,Mars,Sun,Mercury Venus,Rahu,Moon,,,,Saturn,Ketu
,Jupiter,Mars,Sun,Mercury Venus,Rahu,,Moon,,,Saturn,Ketu
,Jupiter,Mars,Sun,Mercury Venus,Rahu,,Moon,,,Saturn,Ketu
,Jupiter,Mars,Sun,Mercury Venus,Rahu,,Moon,,,Saturn,Ketu
,Jupiter,Mars,Sun,Mercury Venus Rahu,,,,Moon,,Saturn Ketu,
,Jupiter,Mars,Sun,Mercury Venus Rahu,,,,Moon,,Saturn Ketu,
