House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
,,Ketu,Sun Mercury Jupiter Saturn,Venus,Moon,,,Rahu,Mars,,
,,Ketu,Sun Mercury Jupiter Saturn,Venus,Moon,,,Rahu,Mars,,
,,Ketu,Sun Mercury Jupiter Saturn,Venus,,Moon,,Rahu,Mars,,
,,Ketu,Sun Mercury Jupiter Saturn,Venus,,Moon,,Mars Rahu,,,
,,Ketu,Sun Mercury Jupiter Saturn,Venus,,,Moon,Mars Rahu,,,
,,Ketu,Sun Mercury Jupiter Saturn,Venus,,,Moon,Mars Rahu,,,
,,Ketu,Sun Mercury Jupiter Saturn,Venus,,,Moon,Mars Rahu,,,
,,Ketu,Sun Mercury Jupiter Saturn,Venus,,,,Moon Mars Rahu,,,
,,Ketu,Sun Mercury Jupiter Saturn,Venus,,,,Moon Mars Rahu,,,
,,Ketu,Sun Mercury Jupiter Saturn,Venus,,,,Mars Rahu,Moon,,
,,Ketu,Sun Mercury Jupiter Saturn,Venus,,,,Mars Rahu,Moon,,
,,Ketu,Sun Mercury Jupiter Saturn,Venus,,,,Mars Rahu,,Moon,
,Ketu,,Sun Mercury Jupiter Saturn,Venus,,,Rahu,Mars,,Moon,
,Ketu,,Sun Mercury Jupiter Saturn,Venus,,,Rahu,Mars,,Moon,
,Ketu,Saturn,Sun Mercury Jupiter,Venus,,,Rahu,Mars,,,Moon
,Ketu,Saturn,Sun Mercury Jupiter,Venus,,,Rahu,Mars,,,Moon
Moon,Ketu,Saturn,Sun Mercury Jupiter,Venus,,,Rahu,Mars,,,
Moon,Ketu,Saturn,Sun Mercury Jupiter,Venus,,,Rahu,Mars,,,
Moon,Ketu,Saturn,Sun Mercury Jupiter,Venus,,,Rahu,Mars,,,
,Moon Ketu,Saturn,Sun Mercury Jupiter,Venus,,,Rahu,Mars,,,
,Moon Ketu,Saturn,Sun Mercury Jupiter,Venus,,,Rahu,Mars,,,
,Moon Ketu,Saturn,Sun Mercury Jupiter,Venus,,,Rahu,Mars,,,
,Ketu,Moon Saturn,Sun Mercury Jupiter,Venus,,,Rahu,Mars,,,
,Ketu,Moon Saturn,Sun Jupiter,Mercury Venus,,,Rahu,Mars,,,
,Ketu,Saturn,Sun Moon Jupiter,Mercury Venus,,,Rahu,Mars,,,
,Ketu,Saturn,Sun Moon Jupiter,Mercury Venus,,,Rahu,Mars,,,
,Ketu,Saturn,Sun Moon Jupiter,Mercury Venus,,,Rahu,Mars,,,
,Ketu,Saturn,Sun Jupiter,Moon Mercury Venus,,,Rahu,Mars,,,
,Ketu,Saturn,Sun Jupiter,Moon Mercury Venus,,,Rahu,Mars,,,
,Ketu,Saturn,Sun Jupiter,Mercury Venus,Moon,,Rahu,Mars,,,
,Ketu,Saturn,Sun Jupiter,Mercury Venus,Moon,,Rahu,Mars,,,
,Ketu,Saturn,Sun Jupiter,Mercury Venus,,Moon,Rahu,Mars,,,
,Ketu,Saturn,Sun Jupiter,Mercury Venus,,Moon,Rahu,Mars,,,
,Ketu,Saturn,Sun Jupiter,Mercury Venus,,,Moon Mars Rahu,,,,
,Ketu,Saturn,Sun Jupiter,Mercury Venus,,,Moon Mars Rahu,,,,
,Ketu,Saturn,Sun Jupiter,Mercury Venus,,,Moon Mars Rahu,,,,
,Ketu,Saturn,Sun Jupiter,Mercury Venus,,,Mars Rahu,Moon,,,
,Ketu,Saturn,Sun Jupiter,Mercury Venus,,,Mars Rahu,Moon,,,
,Ketu,Saturn,Sun Jupiter,Mercury Venus,,,Mars Rahu,,Moon,,
,Ketu,Saturn,Sun Jupiter,Mercury Venus,,,Mars Rahu,,Moon,,
,Ketu,Jupiter Saturn,Sun,Mercury Venus,,,Mars Rahu,,Moon,,
,Ketu,Jupiter Saturn,Sun,Mercury Venus,,,Mars Rahu,,,Moon,
,Ketu,Jupiter Saturn,Sun,Mercury Venus,,,Mars Rahu,,,Moon,
,Ketu,Jupiter Saturn,Sun,Mercury Venus,,,Mars Rahu,,,,Moon
,Ketu,Jupiter Saturn,Sun,Mercury Venus,,,Mars Rahu,,,,Moon
Ketu,,Jupiter Saturn,Sun,Mercury Venus,,Rahu,Mars,,,,Moon
Moon Ketu,,Jupiter Saturn,Sun,Mercury Venus,,Rahu,Mars,,,,
Moon Ketu,,Jupiter Saturn,Sun,Mercury Venus,,Rahu,Mars,,,,
Moon Ketu,,Jupiter Saturn,Sun,Mercury Venus,,Rahu,Mars,,,,
Ketu,Moon,Jupiter Saturn,Sun,Mercury Venus,,Rahu,Mars,,,,
Ketu,Moon,Jupiter Saturn,Sun,Mercury Venus,,Rahu,Mars,,,,
Ketu,,Moon Jupiter Saturn,Sun,Mercury Venus,,Rahu,Mars,,,,
Ketu,,Moon Jupiter Saturn,Sun,Mercury Venus,,Rahu,Mars,,,,
Ketu,,Moon Jupiter Saturn,Sun Mercury,Venus,,Rahu,Mars,,,,
Ketu,Saturn,Jupiter,Sun Moon Mercury,Venus,,Rahu,Mars,,,,
Ketu,Saturn,Jupiter,Sun Moon Mercury,Venus,,Rahu,Mars,,,,
Ketu,Saturn,Jupiter,Sun Mercury,Moon Venus,,Rahu,Mars,,,,
Ketu,Saturn,Jupiter,Sun Mercury,Moon Venus,,Rahu,Mars,,,,
Ketu,Saturn,Jupiter,Sun Mercury,Venus,Moon,Rahu,Mars,,,,
Ketu,Saturn,Jupiter,Sun Mercury,Venus,Moon,Rahu,Mars,,,,
Ketu,Saturn,Jupiter,Sun Mercury,Venus,,Moon Rahu,Mars,,,,
Ketu,Saturn,Jupiter,Sun Mercury,Venus,,Moon Rahu,Mars,,,,
