House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
,Jupiter,Mars Saturn,Sun Mercury,Moon Venus Ketu,,,,,,Rahu,
,Jupiter,Mars Saturn,Sun Mercury,Venus Ketu,Moon,,,,,Rahu,
,Jupiter,Mars Saturn,Sun Mercury,Venus Ketu,Moon,,,,,Rahu,
,Jupiter,Mars Saturn,Sun Mercury,Venus Ketu,Moon,,,,,Rahu,
,Jupiter,Mars Saturn,Sun Mercury,Venus Ketu,,Moon,,,,Rahu,
,Jupiter,Mercury Mars Saturn,Sun,Venus Ketu,,Moon,,,,Rahu,
,Jupiter,Mercury Mars Saturn,Sun,Venus Ketu,,,Moon,,,Rahu,
,Jupiter,Mercury Mars Saturn,Sun,Venus Ketu,,,Moon,,,Rahu,
,Jupiter,Mercury Mars Saturn,Sun,Venus Ketu,,,Moon,,,Rahu,
,Jupiter,Mercury Mars Saturn,Sun Ketu,Venus,,,,Moon,Rahu,,
,Jupiter,Mercury Mars Saturn,Sun Ketu,Venus,,,,Moon,Rahu,,
,Jupiter,Mercury Mars Saturn,Sun Ketu,Venus,,,,Moon,Rahu,,
Jupiter,Saturn,Mercury Mars,Sun Ketu,Venus,,,,,Moon Rahu,,
Jupiter,Saturn,Mercury Mars,Sun Ketu,Venus,,,,,Moon Rahu,,
Jupiter,Saturn,Mercury Mars,Sun Ketu,Venus,,,,,Rahu,Moon,
Jupiter,Saturn,Mercury Mars,Sun Ketu,Venus,,,,,Rahu,Moon,
Jupiter,Saturn,Mercury Mars,Sun Ketu,Venus,,,,,Rahu,Moon,
Jupiter,Saturn,Mercury Mars,Sun Ketu,Venus,,,,,Rahu,,Moon
Jupiter,Saturn,Mercury Mars,Sun Ketu,Venus,,,,,Rahu,,Moon
Moon Jupiter,Saturn,Mercury Mars,Sun Ketu,Venus,,,,,Rahu,,
Moon Jupiter,Saturn,Mercury Mars,Sun Ketu,Venus,,,,,Rahu,,
Moon Jupiter,Saturn,Mercury Mars,Sun Ketu,Venus,,,,,Rahu,,
Jupiter,Moon Saturn,Mercury Mars,Sun Ketu,Venus,,,,,Rahu,,
Jupiter,Moon Saturn,Mercury Mars,Sun Ketu,Venus,,,,,Rahu,,
Jupiter,Saturn,Moon Mercury Mars,Sun Ketu,Venus,,,,,Rahu,,
Jupiter,Saturn,Moon Mercury Mars,Sun Ketu,Venus,,,,,Rahu,,
Jupiter,Saturn,Mercury Mars,Sun Moon Ketu,Venus,,,,,Rahu,,
Jupiter,Saturn,Mercury Mars,Sun Moon Ketu,Venus,,,,,Rahu,,
Jupiter,Saturn,Mercury Mars,Sun Ketu,Moon Venus,,,,,Rahu,,
Jupiter,Saturn,Mercury Mars,Sun Ketu,Moon Venus,,,,,Rahu,,
Jupiter,Saturn,Mars,Sun Mercury Ketu,Moon Venus,,,,,Rahu,,
Jupiter,Saturn,Mars,Sun Mercury Ketu,Venus,Moon,,,,Rahu,,
Jupiter,Saturn,Mars,Sun Mercury Ketu,Venus,Moon,,,,Rahu,,
Jupiter,Saturn,Mars,Sun Mercury Ketu,Venus,,Moon,,,Rahu,,
Jupiter,Saturn,Mars,Sun Mercury Ketu,,Venus,Moon,,,Rahu,,
Jupiter,Saturn,Mars,Sun Mercury Ketu,,Venus,Moon,,,Rahu,,
Jupiter,Saturn,Mars,Sun Mercury Ketu,,Venus,,Moon,,Rahu,,
Jupiter,Saturn,Mars,Sun Mercury Ketu,,Venus,,Moon,,Rahu,,
Jupiter,Saturn,Mars,Sun Mercury Ketu,,Venus,,,Moon,Rahu,,
Jupiter,Saturn,Mars,Sun Mercury Ketu,,Venus,,,Moon,Rahu,,
Jupiter,Saturn,Mars,Sun Mercury Ketu,,Venus,,,Moon,Rahu,,
Jupiter,Saturn,Mars,Sun Mercury Ketu,,Venus,,,,Moon Rahu,,
Jupiter,Saturn,Mars Ketu,Sun Mercury,,Venus,,,Rahu,Moon,,
Jupiter,Saturn,Mars Ketu,Sun Mercury,,Venus,,,Rahu,Moon,,
Jupiter,Saturn,Mars Ketu,Sun Mercury,,Venus,,,Rahu,,Moon,
Jupiter,Saturn,Mars Ketu,Sun Mercury,,Venus,,,Rahu,,Moon,
Jupiter,Saturn,Mars Ketu,Sun Mercury,,Venus,,,Rahu,,,Moon
Jupiter,Saturn,Mars Ketu,Sun Mercury,,Venus,,,Rahu,,,Moon
Moon Jupiter,Saturn,Mars Ketu,Sun Mercury,,Venus,,,Rahu,,,
Moon Jupiter,Saturn,Mars Ketu,Sun Mercury,,Venus,,,Rahu,,,
Moon,Saturn,Mars Ketu,Sun Mercury,,Venus,,,Rahu,,,Jupiter
Saturn,Moon,Mars Ketu,Sun Mercury,,Venus,,,Rahu,,,Jupiter
Saturn,Moon,Mars Ketu,Sun Mercury,,Venus,,,Rahu,,,Jupiter
Saturn,,Moon Mars Ketu,Sun Mercury,,Venus,,,Rahu,,,Jupiter
Saturn,,Moon Mars Ketu,Sun Mercury,,Venus,,,Rahu,,,Jupiter
Saturn,,Mars Ketu,Sun Moon Mercury,,Venus,,,Rahu,,,Jupiter
Saturn,,Mars Ketu,Sun Moon Mercury,,Venus,,,Rahu,,,Jupiter
Saturn,,Mars Ketu,Sun Mercury,Moon,Venus,,,Rahu,,,Jupiter
Saturn,,Mars Ketu,Sun Mercury,Moon,Venus,,,Rahu,,,Jupiter
Saturn,,Mars Ketu,Sun Mercury,Moon,Venus,,,Rahu,,,Jupiter
