House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
Ketu,Saturn,Venus Jupiter,Sun Mercury Mars,,,Rahu,,,,,Moon
Moon Ketu,Saturn,Venus Jupiter,Sun Mercury Mars,,,Rahu,,,,,
Moon Ketu,Saturn,Venus Jupiter,Sun Mercury Mars,,,Rahu,,,,,
Moon Ketu,Saturn,Venus Jupiter,Sun Mercury Mars,,,Rahu,,,,,
Ketu,Moon Saturn,Venus Jupiter,Sun Mercury Mars,,,Rahu,,,,,
Ketu,Moon Saturn,Venus Jupiter,Sun Mercury Mars,,,Rahu,,,,,
Ketu,Moon Saturn,Venus Jupiter,Sun Mercury Mars,,,Rahu,,,,,
Ketu,Saturn,Moon Venus Jupiter,Sun Mercury Mars,,,Rahu,,,,,
Ketu,Saturn,Moon Venus Jupiter,Sun Mercury Mars,,,Rahu,,,,,
Ketu,Saturn,Venus Jupiter,Sun Moon Mercury Mars,,,Rahu,,,,,
Ketu,Saturn,Venus Jupiter,Sun Moon Mercury Mars,,,Rahu,,,,,
Ketu,Saturn,Venus Jupiter,Sun Moon Mercury Mars,,,Rahu,,,,,
Ketu,Saturn,Venus Jupiter,Sun Mercury Mars,Moon,,Rahu,,,,,
Ketu,Saturn,Mercury Venus Jupiter,Sun Mars,Moon,,Rahu,,,,,
Ketu,Saturn,Mercury Venus Jupiter,Sun Mars,,Moon,Rahu,,,,,
Ketu,Saturn,Mercury Venus Jupiter,Sun Mars,,Moon,Rahu,,,,,
Ketu,Saturn,Mercury Venus Jupiter,Sun Mars,,Moon,Rahu,,,,,
Ketu,Saturn,Mercury Venus Jupiter,Sun Mars,,,Moon Rahu,,,,,
Ketu,Saturn,Mercury Venus Jupiter,Sun Mars,,,Moon Rahu,,,,,
Ketu,Saturn,Mercury Venus Jupiter,Sun Mars,,,Rahu,Moon,,,,
Ketu,Saturn,Mercury Venus Jupiter,Sun Mars,,,Rahu,Moon,,,,
Ketu,Saturn,Mercury Venus Jupiter,Sun Mars,,,Rahu,,Moon,,,
,Saturn,Mercury Venus Jupiter,Sun Mars,,Rahu,,,Moon,,,Ketu
