House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12
Mars,,Venus Jupiter,Sun Mercury,Ketu,,,,,,Moon Saturn Rahu,
Mars,,Venus Jupiter,Sun Mercury,Ketu,,,,,,Moon Saturn Rahu,
Mars,,Venus Jupiter,Sun Mercury,Ketu,,,,,,Moon Saturn Rahu,
Mars,,Venus Jupiter,Sun Mercury,Ketu,,,,,,Saturn Rahu,Moon
Mars,,Venus Jupiter,Sun Mercury,Ketu,,,,,,Saturn Rahu,Moon
Moon Mars,,Venus Jupiter,Sun Mercury,Ketu,,,,,,Saturn Rahu,
Moon Mars,,Venus Jupiter,Sun Mercury,Ketu,,,,,,Saturn Rahu,
Mars,Moon Jupiter,Venus,Sun Mercury,Ketu,,,,,,Saturn Rahu,
Mars,Moon Jupiter,Venus,Sun Mercury,Ketu,,,,,,Saturn Rahu,
Mars,Jupiter,Moon Venus,Sun Mercury,Ketu,,,,,,Saturn Rahu,
Mars,Jupiter,Moon Venus,Sun Mercury,Ketu,,,,,,Saturn Rahu,
Mars,Jupiter,Moon Venus,Sun Mercury,Ketu,,,,,,Saturn Rahu,
Mars,Jupiter,Venus,Sun Moon Mercury,Ketu,,,,,,Saturn Rahu,
Mars,Jupiter,Venus,Sun Moon Mercury,Ketu,,,,,Saturn,Rahu,
Mars,Jupiter,Venus,Sun Mercury,Moon Ketu,,,,,Saturn,Rahu,
Mars,Jupiter,Venus,Sun Mercury,Moon Ketu,,,,,Saturn,Rahu,
Mars,Jupiter,Venus,Sun Mercury,Ketu,Moon,,,,Saturn,Rahu,
Mars,Jupiter,Venus,Sun Mercury,Ketu,Moon,,,,Saturn,Rahu,
Mars,Jupiter,Venus,Sun Mercury,Ketu,Moon,,,,Saturn,Rahu,
Mars,Jupiter,Venus,Sun Mercury,Ketu,,Moon,,,Saturn,Rahu,
Mars,Jupiter,Venus,Sun Mercury Ketu,,,Moon,,,Saturn Rahu,,
Mars,Jupiter,Venus,Sun Mercury Ketu,,,Moon,,,Saturn Rahu,,
Mars,Jupiter,Venus,Sun Mercury Ketu,,,,Moon,,Saturn Rahu,,
Mars,Jupiter,Venus,Sun Mercury Ketu,,,,Moon,,Saturn Rahu,,
Mars,Jupiter,Venus,Sun Mercury Ketu,,,,Moon,,Saturn Rahu,,
Mars,Jupiter,Venus,Sun Mercury Ketu,,,,,Moon,Saturn Rahu,,
Mars,Jupiter,Venus,Sun Mercury Ketu,,,,,Moon,Saturn Rahu,,
Mars,Jupiter,Venus,Sun Mercury Ketu,,,,,,Moon Saturn Rahu,,
Mars,Jupiter,Venus,Sun Mercury Ketu,,,,,,Moon Saturn Rahu,,
Mars,Jupiter,Venus,Sun Mercury Ketu,,,,,,Saturn Rahu,Moon,
Mars,Jupiter,Venus,Sun Mercury Ketu,,,,,,Saturn Rahu,Moon,
Mars,Jupiter,Venus,Sun Ketu,Mercury,,,,,Saturn Rahu,Moon,
Mars,Jupiter,Venus,Sun Ketu,Mercury,,,,,Saturn Rahu,,Moon
Mars,Jupiter,Venus,Sun Ketu,Mercury,,,,,Saturn Rahu,,Moon
Moon Mars,Jupiter,Venus,Sun Ketu,Mercury,,,,,Saturn Rahu,,
Moon Mars,Jupiter,Venus,Sun Ketu,Mercury,,,,,Saturn Rahu,,
Mars,Moon Jupiter,Venus,Sun Ketu,Mercury,,,,,Saturn Rahu,,
Mars,Moon Jupiter,Venus,Sun Ketu,Mercury,,,,,Saturn Rahu,,
Mars,Jupiter,Moon Venus,Sun Ketu,Mercury,,,,,Saturn Rahu,,
Mars,Jupiter,Moon Venus,Sun Ketu,Mercury,,,,,Saturn Rahu,,
,Jupiter,Moon Venus,Sun Ketu,Mercury,,,,,Saturn Rahu,,Mars
,Jupiter,Venus,Sun Moon Ketu,Mercury,,,,,Saturn Rahu,,Mars
,Jupiter,Venus,Sun Moon Ketu,Mercury,,,,,Saturn Rahu,,Mars
,Jupiter,Venus,Sun Ketu,Moon Mercury,,,,,Saturn Rahu,,Mars
,Jupiter,Venus,Sun Ketu,Moon Mercury,,,,,Saturn Rahu,,Mars
,Jupiter,Venus,Sun Ketu,Moon Mercury,,,,Saturn,Rahu,,Mars
,Jupiter,Venus,Sun Ketu,Mercury,Moon,,,Saturn,Rahu,,Mars
,Jupiter,Venus,Sun Ketu,Mercury,Moon,,,Saturn,Rahu,,Mars
,Jupiter,Venus,Sun Ketu,Mercury,Moon,,,Saturn,Rahu,,Mars
Jupiter,,Venus,Sun Ketu,Mercury,,Moon,,Saturn,Rahu,,Mars
Jupiter,,Venus,Sun Ketu,Mercury,,Moon,,Saturn,Rahu,,Mars
Jupiter,,Venus,Sun Ketu,Mercury,,,Moon,Saturn,Rahu,,Mars
Jupiter,,Venus,Sun Ketu,Mercury,,,Moon,Saturn,Rahu,,Mars
Jupiter,,Venus,Sun Ketu,Mercury,,,Moon,Saturn,Rahu,,Mars
Jupiter,,Venus Ketu,Sun,Mercury,,,,Moon Saturn Rahu,,,Mars
Jupiter,,Venus Ketu,Sun,Mercury,,,,Moon Saturn Rahu,,,Mars
Jupiter,,Venus Ketu,Sun,Mercury,,,,Saturn Rahu,Moon,,Mars
Jupiter,,Venus Ketu,Sun,Mercury,,,,Saturn Rahu,Moon,,Mars
Jupiter,,Venus Ketu,Sun,Mercury,,,,Saturn Rahu,Moon,,Mars
Jupiter,,Venus Ketu,Sun,Mercury,,,,Saturn Rahu,,Moon,Mars
Jupiter,,Venus Ketu,Sun,Mercury,,,,Saturn Rahu,,Moon,Mars
Jupiter,,Venus Ketu,Sun,Mercury,,,,Saturn Rahu,,,Moon Mars
Jupiter,,Venus Ketu,Sun Mercury,,,,,Saturn Rahu,,,Moon Mars
Moon Jupiter,,Venus Ketu,Sun Mercury,,,,,Saturn Rahu,,,Mars
Moon Jupiter,,Venus Ketu,Sun Mercury,,,,,Saturn Rahu,,,Mars
Jupiter,Moon,Venus Ketu,Sun Mercury,,,,,Saturn Rahu,,,Mars
Jupiter,Moon,Venus Ketu,Sun Mercury,,,,,Saturn Rahu,,,Mars
Jupiter,,Moon Venus Ketu,Sun Mercury,,,,,Saturn Rahu,,,Mars
